first_name,last_name,full_name,department,university,country,leader
Platon D,Lopukhov,"Platon D, Lopukhov",Epidemiol & Evidence Based Med,IM Sechenov First Moscow State Med Univ,Russia,"Simon I, Hay"
Sharath Burugina,Nagaraja,"Sharath Burugina, Nagaraja",Community Med,Employee State Insurance Post Grad Inst Med Sci &,India,"Simon I, Hay"
Zahid A,Butt,"Zahid A, Butt",Sch Publ Hlth & Hlth Syst,Univ Waterloo,Canada,"Simon I, Hay"
Zahid A,Butt,"Zahid A, Butt",Al Shifa Sch Publ Hlth,Al Shifa Trust Eye Hosp,Pakistan,"Simon I, Hay"
Luis Alberto,Camera,"Luis Alberto, Camera",Internal Med,Hosp Italiano Buenos Aires,Argentina,"Simon I, Hay"
Luis Alberto,Camera,"Luis Alberto, Camera",Board Directors,Argentine Soc Med,Argentina,"Simon I, Hay"
Ismael R,Campos Nonato,"Ismael R, Campos Nonato",Hlth & Nutr Res Ctr,Natl Inst Publ Hlth,Mexico,"Simon I, Hay"
Josip,Car,"Josip, Car",Ctr Populat Hlth Sci,Nanyang Technol Univ,Singapore,"Simon I, Hay"
Josip,Car,"Josip, Car",Primary Care & Publ Hlth,Imperial Coll London,England,"Simon I, Hay"
Salman,Rawaf,"Salman, Rawaf",Primary Care & Publ Hlth,Imperial Coll London,England,"Simon I, Hay"
Rosario,Cardenas,"Rosario, Cardenas",Hlth Care,Metropolitan Autonomous Univ,Mexico,"Simon I, Hay"
Felix,Carvalho,"Felix, Carvalho",Res Unit Appl Mol Biosci UCIBIO,Univ Porto,Portugal,"Simon I, Hay"
Joao Mauricio,Castaldelli Maia,"Joao Mauricio, Castaldelli Maia",Psychiat,Univ Sao Paulo,Brazil,"Simon I, Hay"
Yuan Pang,Wang,"Yuan Pang, Wang",Psychiat,Univ Sao Paulo,Brazil,"Simon I, Hay"
Franz,Castro,"Franz, Castro",Panama City,Gorgas Mem Inst Hlth Studies,Panama,"Simon I, Hay"
Hedley,Quintana,"Hedley, Quintana",Panama City,Gorgas Mem Inst Hlth Studies,Panama,"Simon I, Hay"
Vijay Kumar,Chattu,"Vijay Kumar, Chattu",Med,Univ Toronto,Canada,"Simon I, Hay"
Mohammad,Chehrazi,"Mohammad, Chehrazi",Biostat & Epidemiol,Babol Univ Med Sci,Iran,"Simon I, Hay"
Mohammad,Chehrazi,"Mohammad, Chehrazi",Res Ctr,Royan Inst,Iran,"Simon I, Hay"
Ken Lee,Chin,"Ken Lee, Chin",Epidemiol & Prevent Med,Monash Univ,Australia,"Simon I, Hay"
Yuming,Guo,"Yuming, Guo",Epidemiol & Prevent Med,Monash Univ,Australia,"Simon I, Hay"
Ken Lee,Chin,"Ken Lee, Chin",Melbourne Med Sch,Univ Melbourne,Australia,"Simon I, Hay"
Dinh Toi,Chu,"Dinh Toi, Chu",Fac Biol,Hanoi Natl Univ Educ,Vietnam,"Simon I, Hay"
Saad M A,Dahlawi,"Saad M A, Dahlawi",Environm Hlth,Imam Abdulrahman Bin Faisal Univ,Arabia,"Simon I, Hay"
Giovanni,Damiani,"Giovanni, Damiani",Clin Dermatol,Univ Milan,Italy,"Simon I, Hay"
Giovanni,Damiani,"Giovanni, Damiani",Dermatol,Case Western Reserve Univ,USA,"Simon I, Hay"
Rakhi,Dandona,"Rakhi, Dandona",Gurugram,Publ Hlth Fdn India,India,"Simon I, Hay"
Lalit,Dandona,"Lalit, Dandona",Gurugram,Publ Hlth Fdn India,India,"Simon I, Hay"
G Anil,Kumar,"G Anil, Kumar",Gurugram,Publ Hlth Fdn India,India,"Simon I, Hay"
Dharmesh Kumar,Lal,"Dharmesh Kumar, Lal",Gurugram,Publ Hlth Fdn India,India,"Simon I, Hay"
Rakhi,Dandona,"Rakhi, Dandona",Sch Med,Univ Washington,USA,"Simon I, Hay"
Samath Dhamminda,Dharmaratne,"Samath Dhamminda, Dharmaratne",Sch Med,Univ Washington,USA,"Simon I, Hay"
Damaris K,Kinyoki,"Damaris K, Kinyoki",Sch Med,Univ Washington,USA,"Simon I, Hay"
Ali H,Mokdad,"Ali H, Mokdad",Sch Med,Univ Washington,USA,"Simon I, Hay"
Christopher J L,Murray,"Christopher J L, Murray",Sch Med,Univ Washington,USA,"Simon I, Hay"
Mohsen,Naghavi,"Mohsen, Naghavi",Sch Med,Univ Washington,USA,"Simon I, Hay"
David M,Pigott,"David M, Pigott",Sch Med,Univ Washington,USA,"Simon I, Hay"
Benn,Sartorius,"Benn, Sartorius",Sch Med,Univ Washington,USA,"Simon I, Hay"
Simon I,Hay,"Simon I, Hay",Sch Med,Univ Washington,USA,"Simon I, Hay"
Stephen S,Lim,"Stephen S, Lim",Sch Med,Univ Washington,USA,"Simon I, Hay"
Jonathan F,Mosser,"Jonathan F, Mosser",Sch Med,Univ Washington,USA,"Simon I, Hay"
Lalit,Dandona,"Lalit, Dandona",New Delhi,Indian Council Med Res,India,"Simon I, Hay"
M Carolina,Danovaro,"M Carolina, Danovaro",Immunizat Vaccines & Biol IVB,World Hlth Org WHO,Switzerland,"Simon I, Hay"
Emily,Dansereau,"Emily, Dansereau",Global Delivery Programs,Bill & Melinda Gates Fdn,USA,"Simon I, Hay"
Aso Mohammad,Darwesh,"Aso Mohammad, Darwesh",Informat Technol,Univ Human Dev,Iraq,"Simon I, Hay"
Amira Hamed,Darwish,"Amira Hamed, Darwish",Pediat,Tanta Univ,Egypt,"Simon I, Hay"
Jai K,Das,"Jai K, Das",Div Women & Child Hlth,Aga Khan Univ,Pakistan,"Simon I, Hay"
Jan Walter,De Neve,"Jan Walter, De Neve",Heidelberg Inst Global Hlth HIGH,Heidelberg Univ,Germany,"Simon I, Hay"
Babak,Moazen,"Babak, Moazen",Heidelberg Inst Global Hlth HIGH,Heidelberg Univ,Germany,"Simon I, Hay"
Feleke Mekonnen,Demeke,"Feleke Mekonnen, Demeke",Med Lab Sci,Bahir Dar Univ,Ethiopia,"Simon I, Hay"
Asmamaw Bizuneh,Demis,"Asmamaw Bizuneh, Demis",Nursing,Woldia Univ,Ethiopia,"Simon I, Hay"
Asmamaw Bizuneh,Demis,"Asmamaw Bizuneh, Demis",Sch Nursing,Jimma Univ,Ethiopia,"Simon I, Hay"
Edgar,Denova Gutierrez,"Edgar, Denova Gutierrez",Ctr Nutr & Hlth Res,Natl Inst Publ Hlth,Mexico,"Simon I, Hay"
Assefa,Desalew,"Assefa, Desalew",Sch Nursing & Midwifery,Haramaya Univ,Ethiopia,"Simon I, Hay"
Desilu Mahari,Desta,"Desilu Mahari, Desta",Sch Pharm,Mekelle Univ,Ethiopia,"Simon I, Hay"
Samath Dhamminda,Dharmaratne,"Samath Dhamminda, Dharmaratne",Community Med,Univ Peradeniya,Lanka,"Simon I, Hay"
Govinda Prasad,Dhungana,"Govinda Prasad, Dhungana",Microbiol,Far Western Univ,Nepal,"Simon I, Hay"
Mostafa,Dianatinasab,"Mostafa, Dianatinasab",Epidemiol & Biostat,Shahroud Univ Med Sci,Iran,"Simon I, Hay"
Mostafa,Dianatinasab,"Mostafa, Dianatinasab",Epidemiol,Shiraz Univ Med Sci,Iran,"Simon I, Hay"
Daniel,Diaz,"Daniel, Diaz",Ctr Complex Sci,Univ Nacl Autonoma Mexico,Mexico,"Simon I, Hay"
Daniel,Diaz,"Daniel, Diaz",Fac Vet Med & Zootech,Autonomous Univ Sinaloa,Mexico,"Simon I, Hay"
Isaac Oluwafemi,Dipeolu,"Isaac Oluwafemi, Dipeolu",Hlth Promot & Educ,Univ Ibadan,Nigeria,"Simon I, Hay"
Shirin,Djalalinia,"Shirin, Djalalinia",Hlth Promot & Educ,Univ Ibadan,Nigeria,"Simon I, Hay"
Segun Emmanuel,Ibitoye,"Segun Emmanuel, Ibitoye",Hlth Promot & Educ,Univ Ibadan,Nigeria,"Simon I, Hay"
Hoa Thi,Do,"Hoa Thi, Do",Hanoi,Inst Hlth Econ & Technol,Vietnam,"Simon I, Hay"
Fariba,Dorostkar,"Fariba, Dorostkar",Med Lab Sci,Iran Univ Med Sci,Iran,"Simon I, Hay"
Leila,Doshmangir,"Leila, Doshmangir",Hlth Policy & Management,Tabriz Univ Med Sci,Iran,"Simon I, Hay"
Kerrie E,Doyle,"Kerrie E, Doyle",Sch Med,Univ Western Sydney,Australia,"Simon I, Hay"
Kerrie E,Doyle,"Kerrie E, Doyle",Hlth Sci,RMIT Univ,Australia,"Simon I, Hay"
Susanna J,Dunachie,"Susanna J, Dunachie",Ctr Trop Med & Global Hlth,Univ Oxford,England,"Simon I, Hay"
Susanna J,Dunachie,"Susanna J, Dunachie",Bangkok,Mahidol Oxford Trop Med Res Unit,Thailand,"Simon I, Hay"
Andre Rodrigues,Duraes,"Andre Rodrigues, Duraes",Sch Med,Univ Fed Bahia,Brazil,"Simon I, Hay"
Hala Rashad,Elhabashy,"Hala Rashad, Elhabashy",Internal Med,Escola Bahiana Med & Saude Publ,Brazil,"Simon I, Hay"
Mohammad Ebrahimi,Kalan,"Mohammad Ebrahimi, Kalan",Epidemiol,Florida Int Univ,USA,"Simon I, Hay"
Hamed Ebrahimzadeh,Leylabadlo,"Hamed Ebrahimzadeh, Leylabadlo",Bacteriol & Virol,Tabriz Univ Med Sci,Iran,"Simon I, Hay"
Hisham Atan,Edinur,"Hisham Atan, Edinur",Sch Hlth Sci,Univ Sains Malaysia,Malaysia,"Simon I, Hay"
Andem,Effiong,"Andem, Effiong",Ctr Clin Epidemiol & Biostat,Univ Newcastle,Australia,"Simon I, Hay"
Aziz,Eftekhari,"Aziz, Eftekhari",Pharmacol & Toxicol,Maragheh Univ Med Sci,Iran,"Simon I, Hay"
Aziz,Eftekhari,"Aziz, Eftekhari",Pharmacol & Toxicol,John Paul II Catholic Univ Lublin,Poland,"Simon I, Hay"
Iman,El Sayed,"Iman, El Sayed",Biomed Informat & Med Stat,Alexandria Univ,Egypt,"Simon I, Hay"
Maysaa El Sayed,Zaki,"Maysaa El Sayed, Zaki",Reference Lab Egyptian Univ Hosp,Minist Higher Educ & Res,Egypt,"Simon I, Hay"
Teshome Bekele,Elema,"Teshome Bekele, Elema",Food Sci & Nutr,Arsi Univ,Ethiopia,"Simon I, Hay"
Hala Rashad,Elhabashy,"Hala Rashad, Elhabashy",Neurophysiol,Cairo Univ,Egypt,"Simon I, Hay"
Aisha,Elsharkawy,"Aisha, Elsharkawy",Endem Med & Hepatogastroentrol,Cairo Univ,Egypt,"Simon I, Hay"
Mohammad Hassan,Emamian,"Mohammad Hassan, Emamian",Ophthalm Epidemiol Res Ctr,Shahroud Univ Med Sci,Iran,"Simon I, Hay"
Shymaa,Enany,"Shymaa, Enany",Microbiol & Immunol,Suez Canal Univ,Egypt,"Simon I, Hay"
Khalil,Eskandari,"Khalil, Eskandari",Med Chem,Kerman Univ Med Sci,Iran,"Simon I, Hay"
Khalil,Eskandari,"Khalil, Eskandari",Pharmaceut Res Ctr,Kerman Univ Med Sci,Iran,"Simon I, Hay"
Sharareh,Eskandarieh,"Sharareh, Eskandarieh",Multiple Sclerosis Res Ctr,Univ Tehran Med Sci,Iran,"Simon I, Hay"
Mohammad Ali,Sahraian,"Mohammad Ali, Sahraian",Multiple Sclerosis Res Ctr,Univ Tehran Med Sci,Iran,"Simon I, Hay"
Saman,Esmaeilnejad,"Saman, Esmaeilnejad",Physiol,Tarbiat Modares Univ,Iran,"Simon I, Hay"
Saman,Esmaeilnejad,"Saman, Esmaeilnejad",Tehran Med Sci Branch,Islamic Azad Univ,Iran,"Simon I, Hay"
Firooz,Esmaeilzadeh,"Firooz, Esmaeilzadeh",Publ Hlth,Maragheh Univ Med Sci,Iran,"Simon I, Hay"
Atkilt Esaiyas,Etisso,"Atkilt Esaiyas, Etisso",Unit Med Physiol,Hawassa Univ,Ethiopia,"Simon I, Hay"
Mohammad,Farahmand,"Mohammad, Farahmand",Sch Publ Hlth,Univ Tehran Med Sci,Iran,"Simon I, Hay"
Mohammad,Fareed,"Mohammad, Fareed",Coll Med,Imam Mohammad Ibn Saud Islamic Univ,Arabia,"Simon I, Hay"
Roghiyeh,Faridnia,"Roghiyeh, Faridnia",Med Parasitol,Mazandaran Univ Med Sci,Iran,"Simon I, Hay"
Meghdad,Pirsaheb,"Meghdad, Pirsaheb",Med Parasitol,Mazandaran Univ Med Sci,Iran,"Simon I, Hay"
Andrea,Farioli,"Andrea, Farioli",Med & Surg Sci,Univ Bologna,Italy,"Simon I, Hay"
Francesco S,Violante,"Francesco S, Violante",Med & Surg Sci,Univ Bologna,Italy,"Simon I, Hay"
Farshad,Farzadfar,"Farshad, Farzadfar",Noncommunicable Dis Res Ctr,Univ Tehran Med Sci,Iran,"Simon I, Hay"
Farnam,Mohebi,"Farnam, Mohebi",Noncommunicable Dis Res Ctr,Univ Tehran Med Sci,Iran,"Simon I, Hay"
Sahar Saeedi,Moghaddam,"Sahar Saeedi, Moghaddam",Noncommunicable Dis Res Ctr,Univ Tehran Med Sci,Iran,"Simon I, Hay"
Nazir,Fattahi,"Nazir, Fattahi",Res Ctr Environm Determinants Hlth,Kermanshah Univ Med Sci,Iran,"Simon I, Hay"
Behzad Karami,Matin,"Behzad Karami, Matin",Res Ctr Environm Determinants Hlth,Kermanshah Univ Med Sci,Iran,"Simon I, Hay"
Masoud,Moradi,"Masoud, Moradi",Res Ctr Environm Determinants Hlth,Kermanshah Univ Med Sci,Iran,"Simon I, Hay"
Fatemeh,Rajati,"Fatemeh, Rajati",Res Ctr Environm Determinants Hlth,Kermanshah Univ Med Sci,Iran,"Simon I, Hay"
Ehsan,Sadeghi,"Ehsan, Sadeghi",Res Ctr Environm Determinants Hlth,Kermanshah Univ Med Sci,Iran,"Simon I, Hay"
Kiomars,Sharafi,"Kiomars, Sharafi",Res Ctr Environm Determinants Hlth,Kermanshah Univ Med Sci,Iran,"Simon I, Hay"
Mehdi,Fazlzadeh,"Mehdi, Fazlzadeh",Environm Hlth Engn,Ardabil Univ Med Sci,Iran,"Simon I, Hay"
Mehdi,Fazlzadeh,"Mehdi, Fazlzadeh",Environm Hlth Engn,Univ Tehran Med Sci,Iran,"Simon I, Hay"
Ali Kazemi,Karyani,"Ali Kazemi, Karyani",Environm Hlth Engn,Univ Tehran Med Sci,Iran,"Simon I, Hay"
Shahin,Soltani,"Shahin, Soltani",Environm Hlth Engn,Univ Tehran Med Sci,Iran,"Simon I, Hay"
Seyed Mohammad,Fereshtehnejad,"Seyed Mohammad, Fereshtehnejad",Neurobiol,Karolinska Inst,Sweden,"Simon I, Hay"
Seyed Mohammad,Fereshtehnejad,"Seyed Mohammad, Fereshtehnejad",Div Neurol,Univ Ottawa,Canada,"Simon I, Hay"
Eduarda,Fernandes,"Eduarda, Fernandes",Associated Lab Green Chem LAQV,Univ Porto,Portugal,"Simon I, Hay"
Nelson G M,Gomes,"Nelson G M, Gomes",Associated Lab Green Chem LAQV,Univ Porto,Portugal,"Simon I, Hay"
Irina,Filip,"Irina, Filip",Psychiat,Kaiser Permanente,USA,"Simon I, Hay"
Irina,Filip,"Irina, Filip",Sch Hlth Sci,AT Still Univ,USA,"Simon I, Hay"
Florian,Fischer,"Florian, Fischer",Inst Gerontol Hlth Serv & Nursing Res,Ravensburg Weingarten Univ Appl Sci,Germany,"Simon I, Hay"
Nataliya A,Foigt,"Nataliya A, Foigt",Inst Gerontol,Natl Acad Med Sci Ukraine,Ukraine,"Simon I, Hay"
Morenike Oluwatoyin,Folayan,"Morenike Oluwatoyin, Folayan",Child Dent Hlth,Obafemi Awolowo Univ,Nigeria,"Simon I, Hay"
Masoud,Foroutan,"Masoud, Foroutan",Med Parasitol,Abadan Fac Med Sci,Iran,"Simon I, Hay"
Takeshi,Fukumoto,"Takeshi, Fukumoto",Dermatol,Kobe Univ,Japan,"Simon I, Hay"
Mohamed M,Gad,"Mohamed M, Gad",Gillings Sch Global Publ Hlth,Univ N Carolina,USA,"Simon I, Hay"
Biniyam Sahiledengle,Geberemariyam,"Biniyam Sahiledengle, Geberemariyam",Publ Hlth,Madda Walabu Univ,Ethiopia,"Simon I, Hay"
Abiyu Mekonnen,Gebrehiwot,"Abiyu Mekonnen, Gebrehiwot",Menelik II Coll Med & Hlth Sci,Kotebe Metropolitan Univ,Ethiopia,"Simon I, Hay"
Kidane Tadesse,Gebremariam,"Kidane Tadesse, Gebremariam",Sch Publ Hlth,Mekelle Univ,Ethiopia,"Simon I, Hay"
Ketema Bizuwork,Gebremedhin,"Ketema Bizuwork, Gebremedhin",Nursing & Midwifery,Addis Ababa Univ,Ethiopia,"Simon I, Hay"
Gebreamlak Gebremedhn,Gebremeskel,"Gebreamlak Gebremedhn, Gebremeskel",Nursing,Aksum Univ,Ethiopia,"Simon I, Hay"
Alem,Girmay,"Alem, Girmay",Nursing,Aksum Univ,Ethiopia,"Simon I, Hay"
Girmay Teklay,Weldesamuel,"Girmay Teklay, Weldesamuel",Nursing,Aksum Univ,Ethiopia,"Simon I, Hay"
Gebreamlak Gebremedhn,Gebremeskel,"Gebreamlak Gebremedhn, Gebremeskel",Nursing,Mekelle Univ,Ethiopia,"Simon I, Hay"
Assefa Ayalew,Gebreslassie,"Assefa Ayalew, Gebreslassie",Reprod Hlth,Mekelle Univ,Ethiopia,"Simon I, Hay"
Getnet Azeze,Gedefaw,"Getnet Azeze, Gedefaw",Midwifery,Woldia Univ,Ethiopia,"Simon I, Hay"
Kebede Embaye,Gezae,"Kebede Embaye, Gezae",Biostat,Mekelle Univ,Ethiopia,"Simon I, Hay"
Keyghobad,Ghadiri,"Keyghobad, Ghadiri",Infect Dis Res Ctr,Kermanshah Univ Med Sci,Iran,"Simon I, Hay"
Keyghobad,Ghadiri,"Keyghobad, Ghadiri",Pediat,Kermanshah Univ Med Sci,Iran,"Simon I, Hay"
Reza,Ghaffari,"Reza, Ghaffari",Med Educ Res Ctr,Tabriz Univ Med Sci,Iran,"Simon I, Hay"
Fatemeh,Ghaffarifar,"Fatemeh, Ghaffarifar",Parasitol & Entomol,Tarbiat Modares Univ,Iran,"Simon I, Hay"
Leila,Zaki,"Leila, Zaki",Parasitol & Entomol,Tarbiat Modares Univ,Iran,"Simon I, Hay"
Mahsa,Ghajarzadeh,"Mahsa, Ghajarzadeh",Neurol,Univ Tehran Med Sci,Iran,"Simon I, Hay"
Reza Ghanei,Gheshlagh,"Reza Ghanei, Gheshlagh",Fac Nursing & Midwifery,Kurdistan Univ Med Sci,Iran,"Simon I, Hay"
Ahmad,Ghashghaee,"Ahmad, Ghashghaee",Student Res Comm,Iran Univ Med Sci,Iran,"Simon I, Hay"
Hesam,Ghiasvand,"Hesam, Ghiasvand",Inst Hlth Res,Univ Exeter,England,"Simon I, Hay"
Asadollah,Gholamian,"Asadollah, Gholamian",Young Researchers & Elite Club,Islamic Azad Univ,Iran,"Simon I, Hay"
Asadollah,Gholamian,"Asadollah, Gholamian",Biol,Islamic Azad Univ,Iran,"Simon I, Hay"
Syed Amir,Gilani,"Syed Amir, Gilani",Fac Allied Hlth Sci,Univ Lahore,Pakistan,"Simon I, Hay"
Syed Amir,Gilani,"Syed Amir, Gilani",Lahore,Afroasian Inst,Pakistan,"Simon I, Hay"
Paramjit Singh,Gill,"Paramjit Singh, Gill",Sch Med,Univ Warwick,England,"Simon I, Hay"
Nelson G M,Gomes,"Nelson G M, Gomes",Chem,Univ Porto,Portugal,"Simon I, Hay"
Sameer Vali,Gopalani,"Sameer Vali, Gopalani",Hlth Sci Ctr,Univ Oklahoma,USA,"Simon I, Hay"
Sameer Vali,Gopalani,"Sameer Vali, Gopalani",Hlth & Social Affairs,Govt Federated States Micronesia,Micronesia,"Simon I, Hay"
Barbara Niegia Garcia,Goulart,"Barbara Niegia Garcia, Goulart",Postgrad Program Epidemiol,Fed Univ Rio Grande,Brazil,"Simon I, Hay"
Ayman,Grada,"Ayman, Grada",Dermatol,Boston Univ,USA,"Simon I, Hay"
Rafael Alves,Guimaraes,"Rafael Alves, Guimaraes",Inst Trop Pathol & Publ Hlth IPTSP,Univ Fed Goias,Brazil,"Simon I, Hay"
Yuming,Guo,"Yuming, Guo",Epidemiol,Binzhou Med Univ,China,"Simon I, Hay"
Rahul,Gupta,"Rahul, Gupta",Med Resources,March Dimes,USA,"Simon I, Hay"
Rahul,Gupta,"Rahul, Gupta",Sch Publ Hlth,West Virginia Univ,USA,"Simon I, Hay"
Nima,Hafezi Nejad,"Nima, Hafezi Nejad",Radiol & Radiol Sci,Johns Hopkins Univ,USA,"Simon I, Hay"
Arya,Haj Mirzaian,"Arya, Haj Mirzaian",Radiol & Radiol Sci,Johns Hopkins Univ,USA,"Simon I, Hay"
Nima,Hafezi Nejad,"Nima, Hafezi Nejad",Sch Med,Univ Tehran Med Sci,Iran,"Simon I, Hay"
Arvin,Haj Mirzaian,"Arvin, Haj Mirzaian",Pharmacol,Univ Tehran Med Sci,Iran,"Simon I, Hay"
Arvin,Haj Mirzaian,"Arvin, Haj Mirzaian",Res Ctr,Shahid Beheshti Univ Med Sci,Iran,"Simon I, Hay"
Rajan,Nikbakhsh,"Rajan, Nikbakhsh",Res Ctr,Shahid Beheshti Univ Med Sci,Iran,"Simon I, Hay"
Demelash Woldeyohannes,Handiso,"Demelash Woldeyohannes, Handiso",Publ Hlth,Wachemo Univ,Ethiopia,"Simon I, Hay"
Asif,Hanif,"Asif, Hanif",Univ Inst Publ Hlth,Univ Lahore,Pakistan,"Simon I, Hay"
Hamidreza,Haririan,"Hamidreza, Haririan",Tabriz,Tabriz Univ Med Sci,Iran,"Simon I, Hay"
Ahmed I,Hasaballah,"Ahmed I, Hasaballah",Zool & Entomol,Al Azhar Univ,Egypt,"Simon I, Hay"
Md Mehedi,Hasan,"Md Mehedi, Hasan",Inst Social Sci Res,Univ Queensland,Australia,"Simon I, Hay"
Md Mehedi,Hasan,"Md Mehedi, Hasan",ARC Ctr Excellence Children & Families Life Cours,Univ Queensland,Australia,"Simon I, Hay"
Edris,Hasanpoor,"Edris, Hasanpoor",Healthcare Management,Maragheh Univ Med Sci,Iran,"Simon I, Hay"
Amir,Hasanzadeh,"Amir, Hasanzadeh",Microbiol,Maragheh Univ Med Sci,Iran,"Simon I, Hay"
Amir,Hasanzadeh,"Amir, Hasanzadeh",Microbiol,Univ Tehran Med Sci,Iran,"Simon I, Hay"
Soheil,Hassanipour,"Soheil, Hassanipour",Gastrointestinal & Liver Dis Res Ctr,Guilan Univ Med Sci,Iran,"Simon I, Hay"
Fariborz,Mansour Ghanaei,"Fariborz, Mansour Ghanaei",Gastrointestinal & Liver Dis Res Ctr,Guilan Univ Med Sci,Iran,"Simon I, Hay"
Soheil,Hassanipour,"Soheil, Hassanipour",Caspian Digest Dis Res Ctr,Guilan Univ Med Sci,Iran,"Simon I, Hay"
Fariborz,Mansour Ghanaei,"Fariborz, Mansour Ghanaei",Caspian Digest Dis Res Ctr,Guilan Univ Med Sci,Iran,"Simon I, Hay"
Hadi,Hassankhani,"Hadi, Hassankhani",Sch Nursing & Midwifery,Tabriz Univ Med Sci,Iran,"Simon I, Hay"
Reza,Heidari Soureshjani,"Reza, Heidari Soureshjani",Sch Nursing & Midwifery,Univ Tehran Med Sci,Iran,"Simon I, Hay"
Nathaniel J,Henry,"Nathaniel J, Henry",Big Data Inst,Univ Oxford,England,"Simon I, Hay"
Claudiu,Herteliu,"Claudiu, Herteliu",Sch Business,London South Bank Univ,England,"Simon I, Hay"
Fatemeh,Heydarpour,"Fatemeh, Heydarpour",Med Biol Res Ctr,Kermanshah Univ Med Sci,Iran,"Simon I, Hay"
Enayatollah Homaie,Rad,"Enayatollah Homaie, Rad",Guilan Rd Trauma Res Ctr,Guilan Univ Med Sci,Iran,"Simon I, Hay"
Praveen,Hoogar,"Praveen, Hoogar",Ctr Bio Cultural Studies CBiCS,Manipal Acad Higher Educ,India,"Simon I, Hay"
Naznin,Hossain,"Naznin, Hossain",Pharmacol,Bangladesh Ind Gases Ltd,Bangladesh,"Simon I, Hay"
Mostafa,Hosseini,"Mostafa, Hosseini",Epidemiol & Biostat,Univ Tehran Med Sci,Iran,"Simon I, Hay"
Mohammad Ali,Mansournia,"Mohammad Ali, Mansournia",Epidemiol & Biostat,Univ Tehran Med Sci,Iran,"Simon I, Hay"
Hamid Reza,Tohidinik,"Hamid Reza, Tohidinik",Epidemiol & Biostat,Univ Tehran Med Sci,Iran,"Simon I, Hay"
Mostafa,Hosseini,"Mostafa, Hosseini",Pediat Chron Kidney Dis Res Ctr,Univ Tehran Med Sci,Iran,"Simon I, Hay"
Mehdi,Hosseinzadeh,"Mehdi, Hosseinzadeh",Inst Res & Dev,Duy Tan Univ,Vietnam,"Simon I, Hay"
Yasser,Vasseghian,"Yasser, Vasseghian",Inst Res & Dev,Duy Tan Univ,Vietnam,"Simon I, Hay"
Mehdi,Hosseinzadeh,"Mehdi, Hosseinzadeh",Comp Sci,Univ Human Dev,Iraq,"Simon I, Hay"
Mowafa,Househ,"Mowafa, Househ",Coll Sci & Engn,Hamad Bin Khalifa Univ,Qatar,"Simon I, Hay"
Guoqing,Hu,"Guoqing, Hu",Epidemiol & Hlth Stat,Cent South Univ,China,"Simon I, Hay"
Tanvir M,Huda,"Tanvir M, Huda",Sch Publ Hlth,Univ Sydney,Australia,"Simon I, Hay"
Tanvir M,Huda,"Tanvir M, Huda",Maternal & Child Hlth Div,Int Ctr Diarrhoeal Dis Res,Bangladesh,"Simon I, Hay"
Sojib,Bin Zaman,"Sojib, Bin Zaman",Maternal & Child Hlth Div,Int Ctr Diarrhoeal Dis Res,Bangladesh,"Simon I, Hay"
Ayesha,Humayun,"Ayesha, Humayun",Publ Hlth & Community Med,Shaikh Khalifa Bin Zayed Nahyan Med Coll,Pakistan,"Simon I, Hay"
Olayinka Stephen,Ilesanmi,"Olayinka Stephen, Ilesanmi",Community Med,Univ Ibadan,Nigeria,"Simon I, Hay"
Farahnaz,Joukar,"Farahnaz, Joukar",Community Med,Univ Ibadan,Nigeria,"Simon I, Hay"
Olayinka Stephen,Ilesanmi,"Olayinka Stephen, Ilesanmi",Community Med,Univ Coll Hosp,Serbia,"Simon I, Hay"
Farahnaz,Joukar,"Farahnaz, Joukar",Community Med,Univ Coll Hosp,Serbia,"Simon I, Hay"
Mohammad Hasan,Imani Nasab,"Mohammad Hasan, Imani Nasab",Publ Hlth,Lorestan Univ Med Sci,Iran,"Simon I, Hay"
Milena D,Ilic,"Milena D, Ilic",Div Community Hlth & Family Med,Bangalore Baptist Hosp,India,"Simon I, Hay"
Leeberk Raja,Inbaraj,"Leeberk Raja, Inbaraj",Div Community Hlth & Family Med,Bangalore Baptist Hosp,India,"Simon I, Hay"
Usman,Iqbal,"Usman, Iqbal",Coll Publ Hlth,Taipei Med Univ,Taiwan,"Simon I, Hay"
Seyed Sina Naghibi,Irvani,"Seyed Sina Naghibi, Irvani",Res Inst Endocrine Sci,Shahid Beheshti Univ Med Sci,Iran,"Simon I, Hay"
Sheikh Mohammed Shariful,Islam,"Sheikh Mohammed Shariful, Islam",Inst Phys Activ & Nutr,Deakin Univ,Australia,"Simon I, Hay"
Sheikh Mohammed Shariful,Islam,"Sheikh Mohammed Shariful, Islam",Sydney Med Sch,Univ Sydney,Australia,"Simon I, Hay"
M Mofizul,Islam,"M Mofizul, Islam",Sch Psychol & Publ Hlth,La Trobe Univ,Australia,"Simon I, Hay"
Chinwe Juliana,Iwu,"Chinwe Juliana, Iwu",Cape Town,South African Med Res Council,Africa,"Simon I, Hay"
Chukwudi A,Nnaji,"Chukwudi A, Nnaji",Cape Town,South African Med Res Council,Africa,"Simon I, Hay"
Evanson Zondani,Sambala,"Evanson Zondani, Sambala",Cape Town,South African Med Res Council,Africa,"Simon I, Hay"
Charles Shey,Wiysonge,"Charles Shey, Wiysonge",Cape Town,South African Med Res Council,Africa,"Simon I, Hay"
