name,type
Indian Council Forestry Res & Educ,Research
Bapaye Eye Hosp,Hospital
Dr Agarwals Eye Hosp Sanpada,Hospital
Lata Med Res Fdn,Research
Dr Sampurnanand Med Coll,College
Maharashtra Inst Med Educ & Res,Institute
Meenakshi Acad Higher Educ & Res,Academy
Calcutta Med Coll,College
TN Med Coll & BYL Nair Charitable Hosp,College
MS Univ,University
SKUAST,University
Sher E Kashmir Inst Med Sci,Institute
Med Eth Soc,Others
Samvedna Grp Hosp & Res Ctr,Hospital
Peoples Coll Med Sci,College
Interact Res Sch Hlth Affairs IRSHA,Research
KG Med Univ,University
Elect World Psychiat Assoc,Others
MGIMS,School
BRAIN PSYCHO CLIN,Hospital
Samvedna Happiness Hosp,Hospital
Kamla Nehru Mem Hosp,Hospital
Tribhuvan Univ,University
Nanjappa Hosp,Hospital
Anubhuti Res Ctr,Research
Ramaiah Inst Technol,Institute
Sastra Univ,University
SSSIHL,University
Ajay Kumar Garg Engn Coll,College
BEL,College
Goa Coll Pharm,College
OP Jindal Univ,University
Dist Malaria Off,Others
Netaji Subhash Chandra Bose Med Coll,College
Indian Inst Technol Palakkad,Institute
Rajarshee Chhatrapati Shahu Maharaj Govt Med Coll,College
Postgrad Inst Med Educ & Res Chandigarh,Institute
Govt Med Coll Hosp GMCH,College
Nodal Officer Covid Volunteers Hlth,Hospital
AIIMS Bhatinda,Institute
Volunteer Corona Sena Volunteer Grp,Others
Corona Sena,Others
Rajasthan Univ Hlth Sci,University
Indian Inst Sci Bangalore,Institute
CSIR Indian Inst Chem Technol CSIR IICT,Institute
CSIR Indian Inst Chem Technol CSIR IICT Dispensar,Institute
Quanta Calculus Pvt Ltd Kushinagar,Others
Deen Dayal Upadhyay Gorakhpur Univ,University
Breach Candy Hosp,Hospital
Kamaraj Coll Engn & Technol,College
Sassoon Gen Hosp,Hospital
Sukanti Degree Coll,College
Fakir Mohan FM Univ,University
Ewing Christian Coll,College
GSK Himachal Pradesh Agr Univ,University
Rajiv Gandhi South Campus Banaras Hindu Univ,University
Tara Hosp,Hospital
Visva Bharati,University
Panihati Mahavidyalaya,College
KJ Somaiya Coll Sci & Commerce,College
Jawaharlal Nehru Trop Bot Garden & Res Inst,Institute
Rajagiri Coll Social Sci Autonomous,College
CSIR Natl Inst Interdisciplinary Sci & Technol CS,Institute
Natl Environm Engn Res Inst,Institute
DRDO Ctr Life Sci,Research
Sripat Singh Coll,College
Natl Inst TB & Resp Dis,Institute
MITS Sch Biotechnol,School
Ceut & Chem Healthcare Pvt Ltd,Hospital
Indian Vet Res Inst IVRI,Institute
JSS AHER,Academy
GROW Soc,Others
Regency Healthcare,Hospital
Srivastava Hosp,Hospital
ASCOMS Med Coll & Hosp,College
Lotus Hosp,Hospital
VIGOS Hosp,Hospital
Indian Assoc Gastrointestinal Endo Surg,Hospital
Nayabasat PM Sikshaniketan,Others
JNTUK,University
Sree Sai Dent Coll & Res Inst,Institute
LJ Inst Pharm,Institute
KB Inst Pharmaceut Educ & Res,Institute
Dayananda Sagar Univ,University
Madanapalle Inst Technol & Sci,Institute
VIT Bhopal Univ,University
ABV Indian Inst Informat Technol & Management,Institute
Resplendent Cosmet Studio,Research
SGRDIMS & R,Institute
Hair Fair Skin Clin,Hospital
VLCC Clin,Hospital
LeJeune Grp Medspas,Others
SYNOVACARE Clin,Hospital
Hlth & Harmony Clin,Hospital
Dermadent Skin & Dent Clin,Hospital
Nair Dent Coll & Hosp,College
JCD Dent Coll Vidyapeeth,College
Union South East Asia Off,Others
Dr DY Patil Inst Pharmaceut Sci & Res,Institute
SVKMs NMIMS,University
Homi Bhabha Canc Hosp & Res Ctr,Hospital
Thryve,Others
Int Union TB & Lung Dis,Others
Yenepoya Deemed Be Univ,University
IFTM Univ,University
Heritage Inst Technol,Institute
Infosys,Others
BV Raju Inst Technol,Institute
Govt MGM PG Coll,College
Def Res & Dev Org DRDO,Research
Hlth Syst Res India Initiat HSRII,Research
Ctr DNA Fingerprinting & Diagnost,Research
Mil Hosp Kirkee,Hospital
Jagan Inst Management Studies,Institute
Soc Appl Studies,Others
Community Empowerment Lab,Others
Maharani Lakshmi Ammanni Coll Women mLAC,College
mLAC,College
INHS Asvini,Hospital
Nims Univ Rajasthan,University
Birla Inst Appl Sci BIAS,Institute
CSIR HRDC,Research
VSSUT,University
Prasad V Potluri Siddhartha Inst Technol,Institute
GEC,College
Sri Ramakrishna Mission Vidyalaya Coll Arts & Sci,College
St Joseph Engn Coll,College
ESIC Med Coll & Post Grad Inst Med Sci & Res,Institute
Karnataka State Akkamahadevi Womens Univ,University
ICAR Indian Inst Spices Res,Institute
Lady Hardinge Med Coll & SSK Hosp,College
NIT Rourkella,University
CSIR Natl Environm Engn Res Inst NEERI,Institute
Teri Sch Adv Studies,School
Def Res & Dev Org DRDO HQ,Research
Dept Ophthalmol,Others
Chowdaiah Med Ctr,Research
Apoorva Diabet Fdn,Others
Natl Inst Mental Hlth & Neurosci NLMHANS,Institute
Univ Hlth Sci,University
Pt BDS Univ Hlth Sci,University
Gujarat Pollut Control Board GPCB,Others
Indian Inst Management Kozhikode,Institute
Swami Vivekananda Yoga Anusandhana Samsthana,University
Sri Sri Inst Adv Res,Institute
SKIMS Med Coll,College
Govt NCT Delhi,Others
Ch Charan Singh Univ,University
Affiliated Bharathidasan Univ,University
Medzome Life Sci Pvt Ltd,Others
FORE Sch Management,School
Automot Res Assoc India,Research
Gram Vikas,Others
Woxsen Univ,University
Indian Inst Management IIM Rohtak,Institute
Hlth Syst Res India Initiat,Research
Inst Microbial Technol,Institute
Econ Indian Inst Technol,Institute
SEWA Bharat,Others
Mahatma Gandhi Mission Med Coll,College
All India Inst Med Sci Jodhpur,Institute
CSIR Adv Mat & Proc Res Inst AMPRI,Institute
Aditya Inst Technol & Management AITAM,Institute
Sri Sivani Coll Engn,College
MNNIT Allahabad,Institute
CSIR Natl Inst Interdisciplinary Sci & Technol,Institute
SCMS Sch Engn & Technol,School
Human Milk Banking Assoc India,Others
Kalawati Saran Childrens Hosp,Hospital
PATH India,Others
Govt Coll Tokapal,College
LTMMC & Gen Hosp Sion,Hospital
KRK Govt Degree Coll,College
Virinchi Super Specialty Hosp,Hospital
GBR Super Specialty Hosp,Hospital
TRR Govt Degree Coll,College
Sri Padmavati Mahila Visvavidyalayam Womens Univ,University
Charutar Vidya Mandal Univ,University
Sardar Patel Univ,University
Affiliated Manonmaniam Sundamar Univ,University
Shri Vile Parle Kelavani Mandals Inst Pharm,Institute
JKK Nattraja Coll Pharm,College
Aster Medc,Others
Dept Internal Med,Others
Ctr Arthrit & Rheumatism Excellence CARE,Research
Sri Chitra Tirunal Inst Med Sci & Technol,Institute
Apollo Proton Canc Ctr,Research
Woodlands Multispecial Hosp Ltd,Hospital
Inst Liver & Biliary Sci ILBS,Institute
Inst Liver & Biliary Sci LBS,Institute
Baby Mem Hosp,Hospital
Santi Hosp,Hospital
Panineeya Inst Dent Sci & Hosp,Institute
BMC,Hospital
Rajas Dent Coll & Hosp,College
Jawaharlal Nehru Canc Hosp & Res Ctr,Hospital
Veer Kunwar Singh Univ,University
Asha Brain & Spine Ctr,Research
Rajiv Gandhi Super Specialty Hosp,Hospital
Punjab Biotechnol Incubators,Others
Reg Adv Water Testing Lab,Others
Natl AIDS Res Inst,Institute
Indian Inst Publ Hlth Hyderabad,Institute
Sunshine Hosp,Hospital
Balaji Hosp,Hospital
Ravi Helios Hosp,Hospital
Symbiosis Int Univ,University
Gen Hosp Junct,Hospital
Reg Med Res Ctr ICMR,Research
Indra Gandhi Natl Open Univ,University
Ujjain Engn Coll,College
Asian Inst Gatroenterol,Institute
LTMG Hosp,Hospital
Kidney Associates Pvt Ltd,Others
Melmaruvathur Adhiparasakthi Inst Med Sci & Res,Institute
Dr DY Patil Univ,University
Mol Pharma Pvt Ltd,Others
Cent Sci Instruments Org,Institute
Advancells Grp,Others
Sardarkrushinagar Dantiwada Agr Univ,University
Saurashtra Univ,University
Aryabhatta Res Inst Observat Sci ARIES,Institute
42 Vrindavan Gardens B,Others
APJ Abdul Kalam Technol Univ,University
Integrated Canc Genom Lab,Others
Shilpee Dutt Lab,Others
Chilkapati Lab,Others
Adv Ctr Treatment Res & Educ Canc,Research
Ramkrishna Mission Vivekananda Educ & Res Inst,Institute
Ctr Res Environm Sci & Technol Policy CREST,Research
Bengaluru City Univ,University
Jamal Mohamed Coll,College
Dr BR Ambedkar Natl Inst Technol,Institute
Shobhit Univ Gangoh,University
Natl Neurosci Inst Mental Hlth & Neurosci,Institute
AKIs Poona Coll Arts Sci & Commerce,College
Avinashilingam Inst Home Sci & Higher Educ,Institute
Bharat Biotech,Others
Biol E Ltd,Others
Indian Immunol Ltd,Others
Serum Inst India,Institute
Zydus Cadila,Others
Islamia Coll Sci & Commerce,College
Gayatri Vidya Parishad Med Coll & Hosp,College
SSK Hosp,Hospital
Indian Soc Clin Oncol,Hospital
BJ Hosp,Hospital
SMS Hosp,Hospital
Joshi Clin & Lilavati Hosp,Hospital
GGDSD Coll,College
CSIR IGIB,Institute
CSIR Cent Leather Res Inst CLRI,Institute
Indo Soviet Friendship Coll Pharm ISFCP,College
Pacific Med Univ,University
Pacific Univ Udaipur,University
Pacific Univ,University
Govt Degree Coll Baramull,College
Degree Coll,College
KLE Univ Coll Pharm,College
Cent Univ Himachal Pradesh,University
ICMR Natl Inst Tradit Med,Institute
Xavier Univ,University
NCAER Natl Data Innovat Ctr,Research
GB Pant Inst Postgrad Med Educ & Res,Institute
Children Orthoped Hosp,Hospital
Acharya Shri Chander Coll Med Sci Hosp,College
Lung Bulletin,Others
Jaipuria Inst Management Noida,Institute
Cloudnine Hosp,Hospital
Indegene Pvt Ltd,Others
Reliance Ind Ltd,Others
Mata Gujri Coll,College
Tumkur Univ,University
AA Ind,Others
Mother Teresa Womens Univ,University
Dwaraka Doss Goverdhan Doss Vaishnav Coll,College
Natl Inst Technol Puducherry,Institute
Abada Nsup Sch,School
Info Inst Engn,Institute
PSG Coll Technol,College
Guru Teg Bahadur Hosp,Hospital
Datta Meghe Inst Med Sci Deemed Univ,Institute
Global Inst Publ Hlth,Institute
Aster CMI Hosp Bangalore,Hospital
Aarti Clin,Hospital
Inst Med Sci & SUM Hosp,Institute
Cent Univ,University
Air Cleaning & Contaminat Control Engn,Others
NITTE Univ,University
Super Special Paediat Hopsital,Hospital
Post Grad Teaching Inst,Institute
Apex Hosp,Hospital
Madras Christian Coll,College
Meenakshi Ammal Dent Coll & Hosp,College
Ramaiah Publ Policy Ctr,Research
RML Hosp,Hospital
Sch Pharmaceut Educ & Res,Research
AgriGenome Labs Pvt Ltd,Others
Asthagiri Herbal Res Fdn,Research
Bijupatnaik Univ technol,University
Indira Gandhi Inst Technol,Institute
Tea Res Assoc,Research
ILBS,Institute
Dr Kandharis Skin & Dent Clin,Hospital
Skin Alive Clin,Hospital
Dr Shettys Skin & Cosmet Clin,Hospital
Render Skin & Hair Clin,Hospital
CSIR CIMAP,Institute
Natl Inst Technol Kurukshetra,Institute
Dr HL Trivedi Inst Transplantat Sci IKDRC ITS,Institute
Aster MIMS Hosp,Hospital
Rabindranath Tagore Int Inst Cardiac Sci,Institute
Postgrad Inst Med Educ & Res Chandigarh PGIMER,Institute
Virinchi Hosp,Hospital
Charnock Hosp,Hospital
VPS Lakeshore Hosp,Hospital
Medanta Inst Kidney & Urol,Institute
MIT Hosp & Res Inst,Institute
Manipal Hosp Whitefield,Hospital
BGS Global Hosp,Hospital
Dr HL Trivedi Inst Transplantat Sci IKDRC Its,Institute
Kidney Care Clin,Hospital
IKDRC ITS,Institute
Apollo Hosp Int Ltd,Hospital
Gujarat Kidney Fdn,Others
Civil Hosp,Hospital
Women Global Hlth,Others
Int Agcy Prevent Blindness,Others
Int Soc Geog & Epidemiol Ophthalmol,Others
Vis Eye Care & Res Ctr,Research
Aravind Eye Care Syst,Hospital
Sadguru Netra Chikitsalaya,Hospital
Dr Agarwals Eye Hosp,Hospital
Organised Med Acad Guild,Academy
Med Educ & Res Maharashtra State,Research
Indian Retinopathy Prematur Soc,Others
Bababsaheb Ambedkar Hosp New Delhi,Hospital
Chakrabarti Eye Care Ctr,Research
Aditya Jyot Eye Inst,Institute
Eye Fdn,Others
Disha Eye Hosp,Hospital
Nirmals Eye Hosp,Hospital
BB Eye Fdn,Others
Narang Eye Care & Laser Ctr,Research
Agarwals Eye Hosp,Hospital
HBNI,University
Divakars Special Hosp,Hospital
Tata Mem Ctr & HBNI,Research
Maharaja Surajmal Inst Technol,Institute
Mahendra Inst Technol,Institute
CMR Tech Campus,College
GSSS Inst Engn & Technol Women,Institute
Indian Council Med Res Natl Inst Virol,Institute
Armed Forces Med Coll AFMC,College
Krantisinh Nana Patil Coll Vet Sci,College
Tirunelveli Dakshinamara Nadar Sangam TDMNS Coll,College
St Xavier Res Fdn,Research
CIPET Inst Plast Technol IPT,Institute
Def Inst Adv Technol DU,Institute
IIIT Kota,University
Vardhaman Mahavir Med Coll,College
Safdajung Hosp,Hospital
Christ Deemed Be Univ,University
Gokhale Eye Hosp,Hospital
Cornea Soc India,Others
Eye Bank Assoc India,Others
AIOS & EBAI Expert Grp,Others
Nrayana Nethralaya,Hospital
Shekar Eye Hosp,Hospital
Dr Agarwals Eye Hosp & Eye Res Ctr,Hospital
Choithram Netralaya,Hospital
Sri Sadhguru Sewa Sangh Trust,Others
Mehta Int Eye Inst,Institute
Drishti Eye Inst,Institute
Viss Eye Ctr,Research
DDU Hosp,Hospital
Harsha Sai Eye Hosp,Hospital
Prasad Netralaya,Hospital
MM Joshi Eye Hosp,Hospital
Kumaran Eye Special Ctr,Research
Rajan Eye Care Hosp,Hospital
Dr Om Parkash Eye Inst,Institute
JJ Eye Hosp,Hospital
Anand Eye Hosp,Hospital
Nethradhama Hosp Pvt Ltd,Hospital
Navjyoti Eye Hosp,Hospital
Narayana Nethralaya 2,Hospital
AIOS & GSI Expert Grp,Others
Horus Specialty Eye Care,Hospital
Aravind Eye Care,Hospital
Med Inst PGIMER,Institute
Operat Eyesight Univ,University
Apollo Canc Inst,Institute
Narayana Hlth City,Hospital
Cytecare Canc Hosp,Hospital
Noble Eye Care,Hospital
Baroda Children Eyecare & Squint Clin,Hospital
Dr Rajendra Prasad Ctr Ophthalm Sci,Research
Tirupati Eye Ctr,Research
Helyxon,Others
Manas Hosp,Hospital
All India Inst Ophthalm Sci,Institute
Sarvodaya Eyecare Experts,Hospital
KB Haji Bachooali Eye Hosp,Hospital
Agashe Hosp,Hospital
Crystal Clear Eye Inst,Institute
Apex,Others
iRetina,Others
JB Eye Care & Retina Ctr,Research
Athreya Retinal Ctr,Research
Future Vis Eye Care & Senguptas Res Acad,Academy
Swami Ram Himalayan Univ,University
UP Univ Med Sci,University
SMS Med Coll Hosp,College
Deep Childrens Hosp & Res Ctr,Hospital
Indian Inst Informat Technol Pune,Institute
Indian Inst Technol Jodhpur All India Inst Med Sc,Institute
ICGEB Emory Vaccine Ctr,Research
Shaheed Hasan Khan Mewat Govt Med Coll,College
Natl Inst Disaster Management,Institute
Govt Med Coll & Hosp 32,College
Acad Maritime Educ & Training AMET Deemed Univ,University
Mohamed Sathak Coll Arts & Sci,College
Pune Symbiosis Deemed Univ,University
Ecosphere,Others
Basaveshwar Engn Coll,College
VTU,University
Mesh Dynam,Others
Indian Inst Management Raipur,Institute
Def Res & Dev Org Brig,Research
BS Anangpuria Inst Pharm,Institute
Baroda Med Coll,College
HCG Canc Ctr,Research
Indira Gandhi Med Coll & Res Inst,Institute
Bharati Vidyapeeth Deemed Univ Med Coll,College
Raja Narendralal Khan Womens Coll,College
Cognizant KNC,Others
JSS Acad Higher Educ & Res Deemed Univ,University
Fortis Escorts Heart Inst,Institute
Pratima Inst Med Sci,Institute
Natl Inst Ind Engn NITIE,Institute
Dr NGP Inst Technol,Institute
Sri Ramakrishna Engn Coll,College
ICFAI Fdn Higher Educ,University
Ctr Econ & Social Studies CESS,Research
Indian Inst Chem Biol,Institute
Mahatma Gandhi Vidyamandirs Pharm Coll,College
GIOSTAR Res Inc Pvt Ltd,Research
Natl Res Ctr Camel,Research
Mohak Bariatr & Robot Surg Ctr Indore,Research
Mantha Heart Clin,Hospital
Govt Hosp,Hospital
Birla Inst Sci Res Statue Circle,Institute
SPARC,Research
Urban Hlth Resource Ctr,Research
Ram Manohar Lohia Hosp,Hospital
Homi Bhabha Natl Univ,University
Dr DY Patil Vidyapeeth DPU,University
Ctr Rheumat Dis,Research
Sassoon Gen Hosp BJGMC & SGH,Hospital
Indian Pharmacopoeia Commiss,Institute
Amrita Vishwa Vidyapeetham Univ,University
Employees State Insurance Corp ESIC Med Coll & Ho,College
Karpaga Vinayaga Inst Med Sci & Res,Institute
Aravind Eye Hosp AEH,Hospital
Dept Paediat Ophthalmol & Strabismus AEH Pondiche,Others
AEH Coimbatore,Hospital
AEH Tirunelveli,Hospital
AEH Salem,Hospital
AEH Chennai,Hospital
AEH Madurai,Hospital
Eyecare LV Prasad Eye Inst,Institute
Brien Holden Eye Res Ctr,Research
Kalinga Inst Med Sci,Institute
Tarabai Desai Eye Hosp & Res Ctr,Hospital
Adv Eye Hosp,Hospital
Ocular Trauma Soc India,Others
Ratan Jyoti Netralaya Opthalm Inst & Res Ctr,Institute
Aravind Eye Hosp & Post Grad Inst Ophthalmol,Institute
Kohinoor Hosp,Hospital
VHS Infect Dis Med Ctr,Research
Teerthanker Mahaveer Univ,University
AIPT,Institute
Galgotias Coll Engn & Technol I,College
AMU,University
Atal Bihari Vajpayee Inst Med Sci & Dr Ram Manoha,Institute
RUHS Univ Rajasthan,University
Eurofins Advinus,Research
Datta Meghe Med Coll,College
Consultant Sushrut ENT Hosp & Dr Khans ENT Res Ct,Hospital
Sanjay Gandhi Post Grad Inst Nucl Med,Institute
ICMR Natl Aids Res Inst,Institute
State TB Training & Demonstrat Ctr STDC,Research
STDC,School
Directorate Publ Hlth & Family Welf,Others
Agartala Govt Med Coll,College
SRM Univ Delhi NCR Sonepat,University
NIT Delhi,University
Indian Inst Management Calcutta,Institute
CSIR Indian Inst Technol,Institute
GMC & Sir JJ Grp Hosp,Hospital
Indian Acad Neurol,Academy
World Vegetable Ctr,Research
IPGME&R,Research
Nilratan Sircar Med Coll,College
United Grp Inst,Institute
Tamil Nadu Dr MGR Med Univ,University
All India Inst Med Sci Jodphur,Institute
Sawai Man Singh Med Coll & Hosp,College
SP Med Coll,College
UP Pt Deen Dayal Upadhyaya Vet Sci Univ & Cattle,University
Sri Sankara Arts & Sci Coll,College
Teerthanker Mahaveer Med Coll,College
Vigor Life Sci,Others
Veeda Clin Res,Hospital
Morarji Desai Natl Inst Yoga,Institute
Shroff Eye Hosp,Hospital
BJ Govt Med Coll,College
Karpagam Fac Med Sci & Res,Research
TANTRANSCO,Others
TANGEDCO,Others
Inst Infect Dis,Institute
Poona Hosp & Res Ctr,Hospital
Star Imaging Res Ctr,Research
West Bengal Univ Hlth Sci,University
Jaypee Hosp,Hospital
Univ Mumbai,University
Gujarat Biotechnol Res Ctr,Research
Calcutta Inst Pharmaceut Technol & AHS,Institute
NSS Hindu Coll,College
Univ Coll,College
Diamond Harbour Med Coll,College
Murshidabad Med Coll & Hosp,College
ESI PGIMSR,Research
Dept Community Med,Others
ESIC Med Coll,College
Coll Med & JNM Hosp,College
PVNR Telangana Vet Univ,University
Govt Telangana,Others
Def Inst Adv Technol DIAT,Institute
Inst Engn & Management,Institute
Andhra Med Coll,College
ABVIMS & Dr RML Hosp,Hospital
MEDENS Hosp,Hospital
VMMC,College
Med Coll Kolkata,College
GMC,Others
CHILDS Trust Med Res Fdn CTMRF,Research
Super Special Paediat Hosp,Hospital
DY Patil Educ Soc Inst Deemed Univ,Institute
GITAM Deemed Be Univ,University
KIIT Deemed Be Univ,University
KC Publ Sch,School
Indian Inst Technol BHU Varanasi,Institute
Tata Mem Hosp Annexe,Hospital
Manonmaniam Sundranar Univ,University
Mankind Res Ctr,Research
NEERI,Others
United Nations Environm Programme,Others
ESSO Indian Natl Ctr Ocean Informat Serv,Research
LM Thapar Sch Management,School
Sri Balaji Vidyapeeth Deemed Be Univ,University
Govt Coll,College
Max Canc Ctr,Research
MSR Med Coll,College
VNS Grp Inst,Institute
Shaheed Mangal Pandey Govt PG Coll,College
Nizam Inst Med Sci,Institute
Gujarat State Biotechnol Mission,Others
Windlas Biotech Pvt Ltd,Others
Dr DY Patil Med Coll Hosp & Res Ctr,College
Indian Vet Res Inst IVR,Institute
Robert Bosch Engn & Business Solut Private Ltd He,School
Sri Shakthi Inst Engn & Technol,Institute
Kerala Vet & Anim Sci Univ,University
Pandit Deen Dayal Upadhyaya Pashu Chikitsa Vigyan,University
Natl Engn Coll,College
Council Sci & Ind Res CSIR,Research
Soc Hlth Alternat SAHAJ,Others
Univ Coll Engn Tindivanam,College
Thapa Thapar Inst Engn & Technol,Institute
Apollo Inst Med Sci & Res,Institute
Guru Ghasidas Cent Univ,University
Apollo Coll Pharm,College
Dr CV Raman Univ,University
Texas Instruments Inc,Institute
Uttarakhand Council Biotechnol,Others
Smt Sucheta Kriplani Hosp & Lady Hardinge Med Col,Hospital
RG Kar Med Coll,College
Noble Hosp & Res Ctr,Hospital
Sri Ramachandra Inst Higher Educ & Res DU,Institute
PJTSAU,University
Natl Inst Interdisciplinary Sci & Technol NIIST,Institute
Cent Plantat Crops Res Inst CPCRI,Institute
Bidhan Chandra Krishi Viswavidyalaya,University
South Asia Off,Others
ZS Associates,Others
Sch Comp & Syst Sci,School
Jawharlal Nehru Univ,University
Sri Sri Krishnadevaraya Univ,University
Indian Inst Management Kashipur,Institute
Finance Profess,Others
Technol Media & Telecommun TMT Practice Grp Firm,Others
CIPL,Others
Emami Ltd 13,Others
BML Munjal Univ,University
MAHE MIT Univ,University
RayEye,Hospital
St Gadge Baba Amravati Univ,University
Inst Sci,Institute
Govt Raza PG Coll,College
Sadguru Netra Chikitsalya & Postgrad Inst Ophthal,Institute
SGRR Inst Med & Hlth Sci,Institute
Alkesh Dinesh Mody Inst Financial & Management St,Institute
Somaiya Vidyavihar Univ,University
Indira Gandhi Ctr Atom Res,Research
All India Inst Med Sci AIIMS New Delhi,Institute
Dibru Coll,College
DRDO,Research
Sci Biominds,Others
Baddi Univ Emerging Sci & Technol,University
Markham Coll Commerce,College
Gandhi Inst Excellent Technocrats,Institute
Univ Coll Engn & Technol,College
Vinoba Bhave Univ,University
Ramgarh Engn Coll,College
Amity Univ Mumbai,University
Space Geeks,Others
Craft Hosp & Res Ctr,Hospital
Inst Math Sci IMSc,Institute
Natl Inst Sci Educ & Res NISER,Institute
Dr Khuroos Med Clin,Hospital
All India Inst Med Sci Bhopal,Institute
Sher E Kashmir Univ Agr Sci & Technol Jammu,University
Kerala Univ,University
Tata Mem Centre,Others
Vaagdevi Coll Engn,College
PATH,Others
Seth Sukhlal Karnani Mem Hosp,Hospital
Dist Hosp Chittorgarh,Hospital
Sri Jayadeva Inst Cardiovasc Sci & Res,Institute
Visvesvaraya Natl Inst Technol VNIT,Institute
Sri Shakthi Inst Engn & Technol Autonomous,Institute
Priyadarshini Inst Engn & Technol,Institute
Nitte,College
Somerville Sch Lott Carey Baptist Miss India,School
Govt Delhi,University
Govt Med Coll Baramulla,College
Gujarat Arts & Sci Coll,College
Raja NL Khan Womens Coll Autonomous,College
Seacom Skill Univ,University
Indira Gandhi Delhi Tech Univ Women,University
Sri Balaji Vidyapeeth,University
S N Bose Natl Ctr Basic Sci,Research
Lokmanya Tilak Municipal Gen Hosp,Hospital
INtegrat GENom HOst PathogEn INGEN HOPE,Others
Kokilaben Dhirubhai Ambani Hosp & Med Res Inst KD,Institute
KDAH,Hospital
Sri Aurobindo Med Coll & Post Grad Inst,Institute
Cytecare Hosp,Hospital
Paras Hosp Gurgaon,Hospital
Cent India Inst Med Sci,Institute
Stroke & Neurointervent Artemis Hosp,Hospital
Panimalar Engn Coll,College
Anandaloke Multispecial Hosp,Hospital
CAPFs Composite Hosp Border Secur Force Kadamtala,Hospital
Care & Cure Hosp,Hospital
Triphase Pharmaceut Pvt Ltd,Others
Damodar Valley Corp,Others
Natl Power Training Inst ER,Institute
Govt Inst Med Sci GIMS,Institute
Cognizant Technol Solut Pvt Ltd,Others
Eurofins Advinus Ltd,Research
Chennai Math Inst,Institute
Soc Rehabil & Care Children Hosp,Hospital
Sir Jamshedjee Jeejeebhoy Grp Hosp,Hospital
KJ Somaiya Coll Physiotherapy,College
Eras Lucknow Med Coll,College
Nehru Homoeopath Med Coll & Hosp,College
BARC Training Sch Complex,School
Indian Acad Degree Coll Aut,College
RxMD,Others
IIT Tirupati,University
Educare Inst Dent Sci,Institute
JKKN Dent Coll & Hosp,College
IPGME & R,Research
Jain Deemed Be Univ,University
Bharati Vidyapeeth Med Coll & Hosp,College
Kokilaben Dhirubhai Ambani Hosp & Res Inst,Institute
Hamdard Inst Med Sci & Res,Institute
India Inst Med Sci,Institute
Natl Inst Cholera & Enter Dis,Institute
Medanta Multi Superspecialty Hosp,Hospital
Maulana Azad Coll,College
Presci Insilico Private Ltd,Research
Biochem Res & Testing Lab,Research
DIMHANS,Institute
BWSSB,Others
Eternal Univ,University
NIT Agartala,University
Zonal Transplant Coordinat Ctr,Research
Noida Inst Engn & Technol NIET,Institute
Indian Inst Management Ahmedabad IIMA,Institute
Asia Safe Abort Partnership,Others
North East Inst Sci & Technol,Institute
Int Ctr Excellence Res,Research
Amruta Hosp,Hospital
ESI Hosp,Hospital
Natl Canc Inst,Institute
Rhythm Heart Inst,Institute
Victoria Hosp,Hospital
BAPS Pramukh Swami Hosp,Hospital
Basement Tapan Hosp,Hospital
Sanjivani Super Special Hosp,Hospital
Deenanath Mangeshkar Hosp,Hospital
Cr HL Trivedi Inst Transplantat Sci IKDRC ITS,Institute
Raghavendra Inst Pharmaceut Educ & Res RIPER Anan,Institute
Rural Dev Trust Hosp,Hospital
Islamic Univ Sci & Technol Awantipora,University
SNS Coll Engn,College
Informat Commun Technol Acad,Academy
Inst Chartered Financial Analysts India Fdn Highe,Institute
MLB Med Coll,College
MIT Art Design & Technol Univ,University
Jawaharlal Nehru Smriti Govt Post Grad Coll,College
Narsee Monjee Inst Management Studies,Institute
Lal Bahadur Shastri Inst Management,Institute
Maharaja Agrasen Med Coll,College
Indian Inst Dalit Studies,Institute
CSIR Natl Geophys Res Inst,Institute
Welingkar Sch Management,School
MICA,Institute
Barkatullah Univ,University
Univ Delhi North Camps,University
Lina Diabet Care & Mumbai Diabet Res Ctr,Research
TOTALL Diabet & Hormone Inst,Institute
Dr Makkars Diabet & Obes Ctr,Research
Diacon Hosp,Hospital
Dr Negalurs Diabet & Thyroid Special Ctr,Research
CARE Hosp,Hospital
Udyaan Hlth Care,Hospital
Magna Ctr Obes Diabet & Endocrinol,Research
JSS Acad Higher Educ & Res JSSAHER,Academy
Inst Bioresources & Sustainable Dev DBT IBSD,Institute
Ctr Innovat & Appl Bioproc DBT CIAB,Research
Kristu Jayanti Coll Autonomous,College
Armed Forces Med Serv,Others
Rajiv Gandhi Govt Gen Hosp,Hospital
Natl Inst Epidemiol NIE,Institute
Salem Med Coll,College
Apollo Hosp Enterprises Ltd,Hospital
Shri Vishnu Coll Pharm,College
Natl Inst Pharmaceut Educ & Res Ahmedabad NIPER A,Institute
Fdn Res & Educ Endoscopy,Research
ICAR Natl Inst Plant Biotechnol,Institute
Uka Tarsadia Univ,University
