first_name,last_name,full_name,department,organization,country,leader,times_cited,team_id,position,api_name
John R,Rizzo,"John R, Rizzo",Small Mol Design & Dev,Eli Lilly & Co,USA,"Ramadas, Balakumar",0,1621,other,John
Tony Y,Zhang,"Tony Y, Zhang",Small Mol Design & Dev,Eli Lilly & Co,USA,"Ramadas, Balakumar",0,1621,last,Tony
Ivy,Widjaja,"Ivy, Widjaja",Fac Vet Med,Univ Utrecht,Netherlands,"Berend Jan, Bosch",49,1622,first,Ivy
Chunyan,Wang,"Chunyan, Wang",Fac Vet Med,Univ Utrecht,Netherlands,"Berend Jan, Bosch",49,1622,other,Chunyan
Brenda,van Dieren,"Brenda, van Dieren",Fac Vet Med,Univ Utrecht,Netherlands,"Berend Jan, Bosch",49,1622,other,Brenda
Wentao,Li,"Wentao, Li",Fac Vet Med,Univ Utrecht,Netherlands,"Berend Jan, Bosch",49,1622,other,Wentao
Frank J M,van Kuppeveld,"Frank J M, van Kuppeveld",Fac Vet Med,Univ Utrecht,Netherlands,"Berend Jan, Bosch",49,1622,other,Frank
Berend Jan,Bosch,"Berend Jan, Bosch",Fac Vet Med,Univ Utrecht,Netherlands,"Berend Jan, Bosch",49,1622,leader,Berend
Rien,van Haperen,"Rien, van Haperen",Cell Biol,Erasmus MC,Netherlands,"Berend Jan, Bosch",49,1622,other,Rien
Frank,Grosveld,"Frank, Grosveld",Cell Biol,Erasmus MC,Netherlands,"Berend Jan, Bosch",49,1622,other,Frank
Dubravka,Drabek,"Dubravka, Drabek",Cell Biol,Erasmus MC,Netherlands,"Berend Jan, Bosch",49,1622,other,Dubravka
Rien,van Haperen,"Rien, van Haperen",Rotterdam,Harbour Antibodies BV,Netherlands,"Berend Jan, Bosch",49,1622,other,Rien
Frank,Grosveld,"Frank, Grosveld",Rotterdam,Harbour Antibodies BV,Netherlands,"Berend Jan, Bosch",49,1622,other,Frank
Dubravka,Drabek,"Dubravka, Drabek",Rotterdam,Harbour Antibodies BV,Netherlands,"Berend Jan, Bosch",49,1622,other,Dubravka
Javier,Gutierrez Alvarez,"Javier, Gutierrez Alvarez",Spanish Natl Res Council,CSIC,Spain,"Berend Jan, Bosch",49,1622,other,Javier
Raul,Fernandez Delgado,"Raul, Fernandez Delgado",Spanish Natl Res Council,CSIC,Spain,"Berend Jan, Bosch",49,1622,other,Raul
Luis,Enjuanes,"Luis, Enjuanes",Spanish Natl Res Council,CSIC,Spain,"Berend Jan, Bosch",49,1622,other,Luis
Nisreen M A,Okba,"Nisreen M A, Okba",Virosci,Erasmus MC,Netherlands,"Berend Jan, Bosch",49,1622,other,Nisreen
V Stalin,Raj,"V Stalin, Raj",Virosci,Erasmus MC,Netherlands,"Berend Jan, Bosch",49,1622,other,Raj
Bart L,Haagmans,"Bart L, Haagmans",Virosci,Erasmus MC,Netherlands,"Berend Jan, Bosch",49,1622,other,Bart
Ivy,Widjaja,"Ivy, Widjaja",Utrecht,Merus NV,Netherlands,"Berend Jan, Bosch",49,1622,other,Ivy
Brenda,van Dieren,"Brenda, van Dieren",Utrecht,Merus NV,Netherlands,"Berend Jan, Bosch",49,1622,other,Brenda
V Stalin,Raj,"V Stalin, Raj",Sch Biol,Indian Inst Sci Educ & Res Thiruvananthapuram IIS,India,"Berend Jan, Bosch",49,1622,last,Raj
Richard C,Gerkin,"Richard C, Gerkin",Sch Life Sci,Arizona State Univ,USA,"Valentina, Parma",10,1623,first,Richard
Kathrin,Ohla,"Kathrin, Ohla",Inst Neurosci & Med INM3,Forschungszentrum Julich,Germany,"Valentina, Parma",10,1623,other,Kathrin
Maria G,Veldhuizen,"Maria G, Veldhuizen",Anat,Mersin Univ,Turkey,"Valentina, Parma",10,1623,other,Maria
Lina,Ozturk,"Lina, Ozturk",Anat,Mersin Univ,Turkey,"Valentina, Parma",10,1623,other,Lina
"Paule, V",Joseph,"Paule, V, Joseph",Bethesda,Natl Inst Nursing Res,USA,"Valentina, Parma",10,1623,other,"Paule,"
"Paule, V",Joseph,"Paule, V, Joseph",Bethesda,NIAAA,USA,"Valentina, Parma",10,1623,other,"Paule,"
"Paule, V",Joseph,"Paule, V, Joseph",Bldg 10,NIH,USA,"Valentina, Parma",10,1623,other,"Paule,"
Kimberley E,Steele,"Kimberley E, Steele",Bldg 10,NIH,USA,"Valentina, Parma",10,1623,other,Kimberley
Christine E,Kelly,"Christine E, Kelly",Andover,AbScent,England,"Valentina, Parma",10,1623,other,Christine
Alyssa J,Bakke,"Alyssa J, Bakke",Food Sci,Penn State Univ,USA,"Valentina, Parma",10,1623,other,Alyssa
John E,Hayes,"John E, Hayes",Food Sci,Penn State Univ,USA,"Valentina, Parma",10,1623,other,John
Kimberley E,Steele,"Kimberley E, Steele",Bethesda,Natl Inst Diabet & Digest & Kidney Dis,USA,"Valentina, Parma",10,1623,other,Kimberley
Michael C,Farruggia,"Michael C, Farruggia",Inter Neurosci Program,Yale Univ,USA,"Valentina, Parma",10,1623,other,Michael
Robert,Pellegrino,"Robert, Pellegrino",Food Sci,Univ Tennessee,USA,"Valentina, Parma",10,1623,other,Robert
Marta Y,Pepino,"Marta Y, Pepino",Food Sci & Human Nutr,Univ Illinois,USA,"Valentina, Parma",10,1623,other,Marta
Cedric,Bouysset,"Cedric, Bouysset",Inst Chim Nice,Univ Cote dAzur,France,"Valentina, Parma",10,1623,other,Cedric
Jerome,Golebiowski,"Jerome, Golebiowski",Inst Chim Nice,Univ Cote dAzur,France,"Valentina, Parma",10,1623,other,Jerome
Graciela M,Soler,"Graciela M, Soler",Buenos Aires,Grp Estudio Olfato & Gusto GEOG,Argentina,"Valentina, Parma",10,1623,other,Graciela
Graciela M,Soler,"Graciela M, Soler",Otorhinolaryngol,Univ Buenos Aires,Argentina,"Valentina, Parma",10,1623,other,Graciela
Veronica,Pereda Loth,"Veronica, Pereda Loth",Med Evolut UMR5288,Univ Toulouse,France,"Valentina, Parma",10,1623,other,Veronica
Denis,Pierron,"Denis, Pierron",Med Evolut UMR5288,Univ Toulouse,France,"Valentina, Parma",10,1623,other,Denis
Michele,Dibattista,"Michele, Dibattista",Basic Med Sci Neurosci & Sense Organs,Univ Bari A Moro,Italy,"Valentina, Parma",10,1623,other,Michele
Keiland W,Cooper,"Keiland W, Cooper",Neurobiol & Behav,Univ Calif Irvine,USA,"Valentina, Parma",10,1623,other,Keiland
Ilja,Croijmans,"Ilja, Croijmans",Psychol,Univ Utrecht,Netherlands,"Valentina, Parma",10,1623,other,Ilja
Antonella,Di Pizio,"Antonella, Di Pizio",Leibniz Inst Food Syst Biol,Tech Univ Munich,Germany,"Valentina, Parma",10,1623,other,Antonella
Mehmet Hakan,Ozdener,"Mehmet Hakan, Ozdener",3500 Market St,Monell Chem Senses Ctr,USA,"Valentina, Parma",10,1623,other,Mehmet
Cailu,Lin,"Cailu, Lin",3500 Market St,Monell Chem Senses Ctr,USA,"Valentina, Parma",10,1623,other,Cailu
Danielle R,Reed,"Danielle R, Reed",3500 Market St,Monell Chem Senses Ctr,USA,"Valentina, Parma",10,1623,other,Danielle
Alexander W,Fjaeldstad,"Alexander W, Fjaeldstad",Otorhinolaryngol,Reg Hosp West Jutland,Denmark,"Valentina, Parma",10,1623,other,Alexander
Mari A,Sandell,"Mari A, Sandell",Food & Nutr,Univ Helsinki,Finland,"Valentina, Parma",10,1623,other,Mari
Preet B,Singh,"Preet B, Singh",Fac Dent,Univ Oslo,Norway,"Valentina, Parma",10,1623,other,Preet
V Evelyn,Brindha,"V Evelyn, Brindha",Elect & Elect Engn,Karunya Inst Technol & Sci,India,"Valentina, Parma",10,1623,other,Brindha
Shannon B,Olsson,"Shannon B, Olsson",Natl Ctr Biol Sci,Tata Inst Fundamental Res,India,"Valentina, Parma",10,1623,other,Shannon
Luis R,Saraiva,"Luis R, Saraiva",Res Branch,Sidra Med,Qatar,"Valentina, Parma",10,1623,other,Luis
Gaurav,Ahuja,"Gaurav, Ahuja",Computat Biol,Indraprastha Inst Informat Technol,India,"Valentina, Parma",10,1623,other,Gaurav
Debarka,Sengupta,"Debarka, Sengupta",Computat Biol,Indraprastha Inst Informat Technol,India,"Valentina, Parma",10,1623,other,Debarka
Mohammed K,Alwashahi,"Mohammed K, Alwashahi",Surg,Sultan Qaboos Univ,Oman,"Valentina, Parma",10,1623,other,Mohammed
Surabhi,Bhutani,"Surabhi, Bhutani",Sch Exercise & Nutr Sci,San Diego State Univ,USA,"Valentina, Parma",10,1623,other,Surabhi
Anna,D'Errico,"Anna, D'Errico",Cellular & Mol Neurobiol,Goethe Univ Frankfurt,Germany,"Valentina, Parma",10,1623,other,Anna
Marco A,Fornazieri,"Marco A, Fornazieri",Clin Surg,Univ Estadual Londrina,Brazil,"Valentina, Parma",10,1623,other,Marco
Liang Dar,Hwang,"Liang Dar, Hwang",Diamantina Inst,Univ Queensland,Australia,"Valentina, Parma",10,1623,other,Liang
Eugeni,Roura,"Eugeni, Roura",Ctr Nutr & Food Sci,Univ Queensland,Australia,"Valentina, Parma",10,1623,other,Eugeni
Sara,Spinelli,"Sara, Spinelli",Agr Food Environm & Forestry DAGRI,Univ Florence,Italy,"Valentina, Parma",10,1623,other,Sara
Katherine L,Whitcroft,"Katherine L, Whitcroft",Ear Inst,UCL,England,"Valentina, Parma",10,1623,other,Katherine
Farhoud,Faraji,"Farhoud, Faraji",Surg,Univ Calif San Diego Hlth,USA,"Valentina, Parma",10,1623,other,Farhoud
Florian Ph S,Fischmeister,"Florian Ph S, Fischmeister",Psychol,Karl Franzens Univ Graz,Austria,"Valentina, Parma",10,1623,other,Florian
Thomas,Heinbockel,"Thomas, Heinbockel",Coll Med,Howard Univ,USA,"Valentina, Parma",10,1623,other,Thomas
Julien W,Hsieh,"Julien W, Hsieh",Otorhinolaryngol,Geneva Univ Hosp,Switzerland,"Valentina, Parma",10,1623,other,Julien
Caroline,Huart,"Caroline, Huart",ENT,Clin Univ St Luc,Belgium,"Valentina, Parma",10,1623,other,Caroline
Iordanis,Konstantinidis,"Iordanis, Konstantinidis",Papageorgiou Hosp,Aristotle Univ Thessaloniki,Greece,"Valentina, Parma",10,1623,other,Iordanis
Anna,Menini,"Anna, Menini",Int Sch Adv Studies,SISSA,Italy,"Valentina, Parma",10,1623,other,Anna
Gabriella,Morini,"Gabriella, Morini",Pollenzo,Univ Gastron Sci,Italy,"Valentina, Parma",10,1623,other,Gabriella
Jonas K,Olofsson,"Jonas K, Olofsson",Psychol,Stockholm Univ,Sweden,"Valentina, Parma",10,1623,other,Jonas
William,Fredborg,"William, Fredborg",Psychol,Stockholm Univ,Sweden,"Valentina, Parma",10,1623,other,William
Carl M,Philpott,"Carl M, Philpott",Norwich Med Sch,Univ East Anglia,England,"Valentina, Parma",10,1623,other,Carl
Vonnie D C,Shields,"Vonnie D C, Shields",Fisher Coll Sci & Math,Towson Univ,USA,"Valentina, Parma",10,1623,other,Vonnie
Vera V,Voznessenskaya,"Vera V, Voznessenskaya",Severtsov Inst Ecol & Evolut,RAS,Russia,"Valentina, Parma",10,1623,other,Vera
Javier,Albayay,"Javier, Albayay",Gen Psychol,Univ Padua,Italy,"Valentina, Parma",10,1623,other,Javier
Aytug,Altundag,"Aytug, Altundag",Otorhinolaryngol,Biruni Univ,Turkey,"Valentina, Parma",10,1623,other,Aytug
Moustafa,Bensafi,"Moustafa, Bensafi",Lyon Neurosci Res Ctr,CNRS,France,"Valentina, Parma",10,1623,other,Moustafa
Maria Adelaida,Bock,"Maria Adelaida, Bock",Salud Publ ORL,Hosp Gen Barrio Obrero,Paraguay,"Valentina, Parma",10,1623,other,Maria
Christophe,Laudamiel,"Christophe, Laudamiel",Scent Engn,DreamAir LLC,USA,"Valentina, Parma",10,1623,other,Christophe
Juyun,Lim,"Juyun, Lim",Food Sci & Technol,Oregon State Univ,USA,"Valentina, Parma",10,1623,other,Juyun
Johan N,Lundstrom,"Johan N, Lundstrom",Clin Neurosci,Karolinska Inst,Sweden,"Valentina, Parma",10,1623,other,Johan
Alberto,Macchi,"Alberto, Macchi",ENT,Univ Insubria Varese,Italy,"Valentina, Parma",10,1623,other,Alberto
Alberto,Macchi,"Alberto, Macchi",Varese,Italian Acad Rhinol,Italy,"Valentina, Parma",10,1623,other,Alberto
Pablo,Meyer,"Pablo, Meyer",Hlth Care & Life Sci,IBM TJ Watson Res Ctr,USA,"Valentina, Parma",10,1623,other,Pablo
Shima T,Moein,"Shima T, Moein",Sch Biol Sci,Inst Res Fundamental Sci,Iran,"Valentina, Parma",10,1623,other,Shima
Enrique,Santamaria,"Enrique, Santamaria",Clin Neuroprote Unit,Navarrabiomed IdiSNA,Spain,"Valentina, Parma",10,1623,other,Enrique
Paloma Rohlfs,Dominguez,"Paloma Rohlfs, Dominguez",Psychol & Anthropol,Univ Extremadura,Spain,"Valentina, Parma",10,1623,other,Paloma
Huseyin,Yanik,"Huseyin, Yanik",Elect & Elect Engn,Mersin Univ,Turkey,"Valentina, Parma",10,1623,other,Huseyin
Steven D,Munger,"Steven D, Munger",Ctr Smell & Taste,Univ Florida,USA,"Valentina, Parma",10,1623,other,Steven
Thomas,Hummel,"Thomas, Hummel",Otorhinolaryngol,Tech Univ Dresden,Germany,"Valentina, Parma",10,1623,other,Thomas
Masha Y,Niv,"Masha Y, Niv",Fac Agr Food & Environm,Hebrew Univ Jerusalem,Israel,"Valentina, Parma",10,1623,other,Masha
Steven D,Munger,"Steven D, Munger",Pharmacol & Therapeut,Univ Florida,USA,"Valentina, Parma",10,1623,other,Steven
Valentina,Parma,"Valentina, Parma",Psychol,Temple Univ,USA,"Valentina, Parma",10,1623,"last, leader",Valentina
Sweetha,Saji,"Sweetha, Saji",Bengaluru,Mt Carmel Coll,India,"Sathyaraj, Venkatesan",1,1624,first,Sweetha
Sathyaraj,Venkatesan,"Sathyaraj, Venkatesan",Trichy,Natl Inst Technol,India,"Sathyaraj, Venkatesan",1,1624,leader,Sathyaraj
Brian,Callender,"Brian, Callender",Chicago,Univ Chicago,USA,"Sathyaraj, Venkatesan",1,1624,last,Brian
Anh Tuan Hoang,Anh Tuan Hoang,"Anh Tuan Hoang, Anh Tuan Hoang",Inst Engn,Ho Chi Minh City Univ Technol HUTECH,Vietnam,,0,1631,first,Anh
Sandro,Nizetic,"Sandro, Nizetic",Rudjera Boskov 32,Univ Split,Croatia,,0,1631,other,Sandro
"Aykut, I",Olcer,"Aykut, I, Olcer",Malmo,World Maritime Univ,Sweden,,0,1631,other,"Aykut,"
Hwai Chyuan,Ong,"Hwai Chyuan, Ong",Fac Engn & Informat Technol,Univ Technol Sydney,Australia,,0,1631,other,Hwai
Wei Hsin,Chen,"Wei Hsin, Chen",Aeronaut & Astronaut,Natl Cheng Kung Univ,Taiwan,,0,1631,other,Wei
Wei Hsin,Chen,"Wei Hsin, Chen",Res Ctr Smart Sustainable Circular Econ,Tunghai Univ,Taiwan,,0,1631,other,Wei
Wei Hsin,Chen,"Wei Hsin, Chen",Mech Engn,Natl Chin Yi Univ Technol,Taiwan,,0,1631,other,Wei
Cheng Tung,Chong,"Cheng Tung, Chong",China UK Low Carbon Coll,Shanghai Jiao Tong Univ,China,,0,1631,other,Cheng
Sabu,Thomas,"Sabu, Thomas",Sch Energy Mat,Mahatma Gandhi Univ,India,,0,1631,other,Sabu
Suhaib A,Bandh,"Suhaib A, Bandh",Sri Pratap Coll Campus,Cluster Univ Srinagar,India,,0,1631,other,Suhaib
Xuan Phuong Nguyen,Xuan Phuong Nguyen,"Xuan Phuong Nguyen, Xuan Phuong Nguyen",Inst Maritime,Ho Chi Minh City Univ Transport,Vietnam,,0,1631,last,Xuan
Keisuke,Kuroda,"Keisuke, Kuroda",Environm & Civil Engn,Toyama Prefectural Univ,Japan,"Keisuke, Kuroda",0,1633,"first, leader",Keisuke
Cong,Li,"Cong, Li",Environm & Civil Engn,Toyama Prefectural Univ,Japan,"Keisuke, Kuroda",0,1633,other,Cong
Kiran,Dhangar,"Kiran, Dhangar",Discipline Earth Sci,Indian Inst Technol Gandhinagar,India,"Keisuke, Kuroda",0,1633,other,Kiran
Manish,Kumar,"Manish, Kumar",Discipline Earth Sci,Indian Inst Technol Gandhinagar,India,"Keisuke, Kuroda",0,1633,last,Manish
Pragya,Prasanna,"Pragya, Prasanna",Biotechnol,Natl Inst Pharmaceut Educ & Res NIPER,India,"Sulakshana, Sulakshana",0,1634,first,Pragya
Shweta,Rathee,"Shweta, Rathee",Food Sci & Technol,Natl Inst Food Technol Entrepreneurship & Managem,India,"Sulakshana, Sulakshana",0,1634,other,Shweta
Arun,Upadhyay,"Arun, Upadhyay",Feinberg Sch Med,Northwestern Univ,USA,"Sulakshana, Sulakshana",0,1634,other,Arun
Sulakshana,Sulakshana,"Sulakshana, Sulakshana",Anesthesiol & Crit Care,Sri Ram Murti Smarak Inst Med Sci SRMS IMS,India,"Sulakshana, Sulakshana",0,1634,"last, leader",Sulakshana
Hannah R,Bassett,"Hannah R, Bassett",Sch Aquat & Fishery Sci,Univ Washington,USA,"Hannah R, Bassett",0,1636,"first, leader",Hannah
Jacqueline,Lau,"Jacqueline, Lau",ARC Ctr Excellence Coral Reef Studies,James Cook Univ,Australia,"Hannah R, Bassett",0,1636,other,Jacqueline
Jacqueline,Lau,"Jacqueline, Lau",Batu Maung,WorldFish,Malaysia,"Hannah R, Bassett",0,1636,other,Jacqueline
Christopher,Giordano,"Christopher, Giordano",Lima,Future Fish,Peru,"Hannah R, Bassett",0,1636,other,Christopher
Sharon K,Suri,"Sharon K, Suri",Anthropol,Univ Amsterdam,Netherlands,"Hannah R, Bassett",0,1636,other,Sharon
Sharon K,Suri,"Sharon K, Suri",Geog Planning & Int Dev Studies,Univ Amsterdam,Netherlands,"Hannah R, Bassett",0,1636,other,Sharon
Sahir,Advani,"Sahir, Advani",Inst Oceans & Fisheries,Univ British Columbia,Canada,"Hannah R, Bassett",0,1636,other,Sahir
Sahir,Advani,"Sahir, Advani",Bengaluru,Dakshin Fdn,India,"Hannah R, Bassett",0,1636,other,Sahir
Sonia,Sharan,"Sonia, Sharan",Washington,Oceana,USA,"Hannah R, Bassett",0,1636,last,Sonia
Rajvikram Madurai,Elavarasan,"Rajvikram Madurai, Elavarasan",Clean & Resilient Energy Syst CARES Lab,Texas A&M Univ,USA,"Rajvikram Madurai, Elavarasan",1,1639,"first, leader",Rajvikram
Rishi,Pugazhendhi,"Rishi, Pugazhendhi",Mech Engn,Sri Venkateswara Coll Engn,India,"Rajvikram Madurai, Elavarasan",1,1639,other,Rishi
Taskin,Jamal,"Taskin, Jamal",Elect & Elect Engn,Ahsanullah Univ Sci & Technol,Bangladesh,"Rajvikram Madurai, Elavarasan",1,1639,other,Taskin
Joanna,Dyduch,"Joanna, Dyduch",Inst Middle & Far East,Jagiellonian Univ,Poland,"Rajvikram Madurai, Elavarasan",1,1639,other,Joanna
M T,Arif,"M T, Arif",Sch Engn,Deakin Univ,Australia,"Rajvikram Madurai, Elavarasan",1,1639,other,Arif
Nallapaneni Manoj,Kumar,"Nallapaneni Manoj, Kumar",Sch Energy & Environm,City Univ Hong Kong,China,"Rajvikram Madurai, Elavarasan",1,1639,other,Nallapaneni
Shauhrat S,Chopra,"Shauhrat S, Chopra",Sch Energy & Environm,City Univ Hong Kong,China,"Rajvikram Madurai, Elavarasan",1,1639,other,Shauhrat
G M,Shafiullah,"G M, Shafiullah",Discipline Engn & Energy,Murdoch Univ,Australia,"Rajvikram Madurai, Elavarasan",1,1639,other,Shafiullah
Mithulananthan,Nadarajah,"Mithulananthan, Nadarajah",Sch Informat Technol & Elect Engn,Univ Queensland,Australia,"Rajvikram Madurai, Elavarasan",1,1639,last,Mithulananthan
Kirpa,Ram,"Kirpa, Ram",Inst Environm & Sustainable Dev,Banaras Hindu Univ,India,"Kirpa, Ram",0,1640,"first, leader",Kirpa
Roseline C,Thakur,"Roseline C, Thakur",Fac Sci,Univ Helsinki,Finland,"Kirpa, Ram",0,1640,other,Roseline
Dharmendra Kumar,Singh,"Dharmendra Kumar, Singh",2 Ave Albert Einstein,French Natl Ctr Sci Res CNRS IRCE Lyon,France,"Kirpa, Ram",0,1640,other,Dharmendra
Kimitaka,Kawamura,"Kimitaka, Kawamura",Chubu Inst Adv Studies,Chubu Univ,Japan,"Kirpa, Ram",0,1640,other,Kimitaka
Akito,Shimouchi,"Akito, Shimouchi",Sch Life & Hlth Sci,Chubu Univ,Japan,"Kirpa, Ram",0,1640,other,Akito
Yoshika,Sekine,"Yoshika, Sekine",Chem,Tokai Univ,Japan,"Kirpa, Ram",0,1640,other,Yoshika
Hidekazu,Nishimura,"Hidekazu, Nishimura",Virus Res Ctr,Sendai Med Ctr,Japan,"Kirpa, Ram",0,1640,other,Hidekazu
Sunit K,Singh,"Sunit K, Singh",Fac Med,Banaras Hindu Univ BHU,India,"Kirpa, Ram",0,1640,other,Sunit
Chandra Mouli,Pavuluri,"Chandra Mouli, Pavuluri",Sch Earth Syst Sci,Tianjin Univ,China,"Kirpa, Ram",0,1640,other,Chandra
R S,Singh,"R S, Singh",Chem Engn,IIT BHU,India,"Kirpa, Ram",0,1640,other,Singh
S N,Tripathi,"S N, Tripathi",Ctr Environm Sci & Engn,Indian Inst Technol Kanpur,India,"Kirpa, Ram",0,1640,last,Tripathi
Shariq,Suleman,"Shariq, Suleman",Biotechnol,Jamia Hamdard,India,"Jagriti, Narang",0,1641,first,Shariq
Jagriti,Narang,"Jagriti, Narang",Biotechnol,Jamia Hamdard,India,"Jagriti, Narang",0,1641,leader,Jagriti
Sudheesh K,Shukla,"Sudheesh K, Shukla",Inst Adv Mat,IAAM,Sweden,"Jagriti, Narang",0,1641,other,Sudheesh
Nitesh,Malhotra,"Nitesh, Malhotra",Fac Appl Hlth Sci FAHS,Manav Rachana Int Inst Res & Studies,India,"Jagriti, Narang",0,1641,other,Nitesh
Shikandar D,Bukkitgar,"Shikandar D, Bukkitgar",Chem,KLE Inst Technol,India,"Jagriti, Narang",0,1641,other,Shikandar
Nagaraj P,Shetti,"Nagaraj P, Shetti",Chem,KLE Inst Technol,India,"Jagriti, Narang",0,1641,other,Nagaraj
Roberto,Pilloton,"Roberto, Pilloton",Inst Crystallog,Natl Res Council IC CNR,Italy,"Jagriti, Narang",0,1641,other,Roberto
Yen Nee,Tan,"Yen Nee, Tan",Fac Sci Agr & Engn,Newcastle Univ,England,"Jagriti, Narang",0,1641,other,Yen
Tejraj M,Aminabhavi,"Tejraj M, Aminabhavi",Chem,Karnatak Univ,India,"Jagriti, Narang",0,1641,last,Tejraj
Asad,Islam,"Asad, Islam",Ctr Dev Econ & Sustainabil CDES,Monash Univ,Australia,"Asad, Islam",0,1646,"first, leader",Asad
Asad,Islam,"Asad, Islam",Econ,Monash Univ,Australia,"Asad, Islam",0,1646,leader,Asad
Liang Choon,Wang,"Liang Choon, Wang",Econ,Monash Univ,Australia,"Asad, Islam",0,1646,other,Liang
Debayan,Pakrashi,"Debayan, Pakrashi",Econ Sci,Indian Inst Technol Kanpur,India,"Asad, Islam",0,1646,other,Debayan
Michael,Vlassopoulos,"Michael, Vlassopoulos",Econ,Univ Southampton,England,"Asad, Islam",0,1646,other,Michael
Michael,Vlassopoulos,"Michael, Vlassopoulos",Southampton,IZA,England,"Asad, Islam",0,1646,last,Michael
Bassim Mohammed,Hashim,"Bassim Mohammed, Hashim",Environm & Water Directorate,Minist Sci & Technol,Iraq,"Zaher Mundher, Yaseen",0,1651,first,Bassim
Saadi K,Al Naseri,"Saadi K, Al Naseri",Environm & Water Directorate,Minist Sci & Technol,Iraq,"Zaher Mundher, Yaseen",0,1651,other,Saadi
Ali,Al Maliki,"Ali, Al Maliki",Environm & Water Directorate,Minist Sci & Technol,Iraq,"Zaher Mundher, Yaseen",0,1651,other,Ali
Zulfaqar,Sa'adi,"Zulfaqar, Sa'adi",Fac Engn,Univ Teknol Malaysia,Malaysia,"Zaher Mundher, Yaseen",0,1651,other,Zulfaqar
Anurag,Malik,"Anurag, Malik",Reg Res Stn,Punjab Agr Univ,India,"Zaher Mundher, Yaseen",0,1651,other,Anurag
Zaher Mundher,Yaseen,"Zaher Mundher, Yaseen",Sci Res Ctr,Al Ayen Univ,Iraq,"Zaher Mundher, Yaseen",0,1651,"last, leader",Zaher
Ajay,Singh,"Ajay, Singh",Comp Sci & Engn & Informat Technol,Jaypee Univ Informat Technol,India,"Victor, Chang",0,1652,first,Ajay
Vaibhav,Jindal,"Vaibhav, Jindal",Comp Sci & Engn & Informat Technol,Jaypee Univ Informat Technol,India,"Victor, Chang",0,1652,other,Vaibhav
Rajinder,Sandhu,"Rajinder, Sandhu",Comp Sci & Engn & Informat Technol,Jaypee Univ Informat Technol,India,"Victor, Chang",0,1652,other,Rajinder
Victor,Chang,"Victor, Chang",Sch Comp Engn & Digital Technol,Teesside Univ,England,"Victor, Chang",0,1652,"last, leader",Victor
Adam A,Dmytriw,"Adam A, Dmytriw",Brigham & Womens Hosp,Harvard Med Sch,USA,"Adam A, Dmytriw",0,1653,"first, leader",Adam
Richa,Chibbar,"Richa, Chibbar",Med,Lakeridge Hlth,Canada,"Adam A, Dmytriw",0,1653,other,Richa
Petty Pin Yu,Chen,"Petty Pin Yu, Chen",ASUS AICS,Minist Hlth Holdings Pte Ltd,Singapore,"Adam A, Dmytriw",0,1653,other,Petty
Michael D,Traynor,"Michael D, Traynor",Surg,Mayo Clin,USA,"Adam A, Dmytriw",0,1653,other,Michael
Dong Wook,Kim,"Dong Wook, Kim",Epidemiol & Case Management Cheongju,Korea Dis Control & Prevent Agcy,Korea,"Adam A, Dmytriw",0,1653,other,Dong
Fernando P,Bruno,"Fernando P, Bruno",Anat,Touro Coll Osteopath Med,USA,"Adam A, Dmytriw",0,1653,other,Fernando
Fernando P,Bruno,"Fernando P, Bruno",Sch Hlth Sci & Practice,New York Med Coll,USA,"Adam A, Dmytriw",0,1653,other,Fernando
Christopher C,Cheung,"Christopher C, Cheung",Div Cardiol,Univ British Columbia,Canada,"Adam A, Dmytriw",0,1653,other,Christopher
Anuj,Pareek,"Anuj, Pareek",Radiol,Stanford Univ,USA,"Adam A, Dmytriw",0,1653,other,Anuj
Andrew Chia Chen,Chou,"Andrew Chia Chen, Chou",Orthopaed Surg,Singapore Gen Hosp,Singapore,"Adam A, Dmytriw",0,1653,other,Andrew
Jeffrey,Graham,"Jeffrey, Graham",Internal Med,Univ Manitoba,Canada,"Adam A, Dmytriw",0,1653,other,Jeffrey
Mahmoud,Dibas,"Mahmoud, Dibas",Coll Med,Sulaiman Al Rajhi Univ,Arabia,"Adam A, Dmytriw",0,1653,other,Mahmoud
Geeta,Paranjape,"Geeta, Paranjape",Res,Super Med Experts,USA,"Adam A, Dmytriw",0,1653,other,Geeta
Amber R,Davis,"Amber R, Davis",Res,Super Med Experts,USA,"Adam A, Dmytriw",0,1653,other,Amber
Mohamed,Abdelmegeed,"Mohamed, Abdelmegeed",Res,Super Med Experts,USA,"Adam A, Dmytriw",0,1653,other,Mohamed
Jillienne C,Touchette,"Jillienne C, Touchette",Res,Super Med Experts,USA,"Adam A, Dmytriw",0,1653,other,Jillienne
John M,Pederson,"John M, Pederson",Res,Super Med Experts,USA,"Adam A, Dmytriw",0,1653,other,John
Natalie L,Reierson,"Natalie L, Reierson",Res,Nested Knowledge,USA,"Adam A, Dmytriw",0,1653,other,Natalie
Shelby,Kamrowski,"Shelby, Kamrowski",Res,Nested Knowledge,USA,"Adam A, Dmytriw",0,1653,other,Shelby
Jacob,Rozowsky,"Jacob, Rozowsky",Res,Nested Knowledge,USA,"Adam A, Dmytriw",0,1653,other,Jacob
Averi,Barrett,"Averi, Barrett",Res,Nested Knowledge,USA,"Adam A, Dmytriw",0,1653,other,Averi
