full_name,publication_year,team_id,gender,position
"Martina, Casari",2021,214,male,other
"Roberto, Serra",2021,214,male,other
"Marco, Villani",2021,214,male,last
"Christof, Schuette",2009,215,male,first
"Tobias, Jahnke",2009,215,male,last
"Nesrine, Elfelly",2010,216,male,first
"Pierre, Borne",2010,216,male,other
"Jean Yves, Dieulot",2010,216,unknown,other
"Mohamed, Benrejeb",2010,216,male,last
"Jana M, Weber",2021,217,male,first
"Alexei A, Lapkin",2021,217,male,other
"Constantin P, Lindenmeyer",2021,217,unknown,other
"Pietro, Lio",2021,217,male,last
"Emil, Pelikan",2014,218,male,first
"Nikita S, Pyko",2018,219,male,first
"Svetlana A, Pyko",2018,219,male,other
"Oleg A, Markelov",2018,219,male,other
"Artur, I, Karimov",2018,219,female,other
"Denis N, Butusov",2018,219,female,other
"Yaroslav, V, Zolotukhin",2018,219,male,other
"Yuri D, Uljanitski",2018,219,male,other
"Mikhail, I, Bogachev",2018,219,male,last
"W, Jezewski",2004,220,female,first
"Bryan R, Lewis",2018,221,unknown,first
"Yacov Y, Haimes",2018,221,female,last
"Antonio M, Lopes",2018,222,male,first
"J A, Tenreiro Machado",2018,222,unknown,last
"Ji Eun, Byun",2020,223,male,first
"Junho, Song",2020,223,unknown,last
"Juan G, Diaz Ochoa",2020,224,unknown,first
"Sharon, Pollard",2008,225,unknown,first
"Derick, du Toit",2008,225,male,last
"Franck, Varenne",2015,226,male,first
"Pierre, Chaigneau",2015,226,male,other
"Jean, Petitot",2015,226,female,other
"Rene, Doursat",2015,226,male,last
"Gonzalo A, Aranda Corral",2013,227,female,first
"Joaquin, Borrego Diaz",2013,227,male,other
"Juan, Galan Paez",2013,227,unknown,last
"K, KNUDSEN",1993,228,male,first
"EH, STENBY",1993,228,male,other
"A, FREDENSLUND",1993,228,male,last
"Tang Shiping, Tang Shiping",2021,229,male,first
"Mao Junfa, Mao Junfa",2021,229,male,last
"Feng, Zhu",2015,230,male,first
"Yiping, Yao",2015,230,male,other
"Wenjie, Tang",2015,230,female,other
"Dan, Chen",2015,230,male,last
"Amihud, Hari",2007,231,male,first
"Joseph E, Kasser",2007,231,male,other
"Menachem P, Weiss",2007,231,unknown,last
"Horace, Fairlamb",2012,232,male,first
"Patricia, Arroba",2015,233,male,first
"Jose M, Moya",2015,233,male,other
"Jos L, Risco Martin",2015,233,male,other
"Jose L, Ayala",2015,233,male,last
"Charlan D, Kroelinger",2014,234,male,first
"Violanda, Grigorescu",2014,234,male,other
"Kristin M, Rankin",2014,234,male,other
"David A, Chambers",2014,234,male,other
"Ana V Diez, Roux",2014,234,male,other
"Karen, Hughes",2014,234,male,last
"Sigal, Samon",2021,235,male,first
"Sharona T, Levy",2021,235,male,last
"Nicolas A Balcom, Raleigh",2020,236,male,first
"Anna, Kirveennummi",2020,236,male,other
"Sari, Puustinen",2020,236,male,last
"N, Hertkorn",2007,237,male,first
"C, Ruecker",2007,237,male,other
"M, Meringer",2007,237,male,other
"R, Gugisch",2007,237,female,other
"M, Frommberger",2007,237,male,other
"E M, Perdue",2007,237,male,other
"M, Witt",2007,237,male,other
"P, Schmitt Kopplin",2007,237,male,last
"Raoul R, Nigmatullin",2014,238,male,first
"Airat A, Khamzin",2014,238,unknown,other
"J, Tenreiro Machado",2014,238,male,last
"J, Goldenberg",2001,239,unknown,first
"B, Libai",2001,239,male,other
"E, Muller",2001,239,male,last
"Thomas R, Clancy",2008,240,unknown,first
"R, Weber",2005,241,male,first
"JM, Proctor",2005,241,unknown,other
"I, Waldstein",2005,241,male,other
"A, Kriete",2005,241,unknown,last
"Janusz, Wolny",2018,242,male,first
"Ireneusz, Buganski",2018,242,male,other
"Radoslaw, Strzalka",2018,242,male,other
"Joanna, Smietanska",2018,242,unknown,last
"TV, de Araujo",1999,243,unknown,first
"Jincan, Chen",2018,244,female,first
"Tie, Liu",2018,244,male,other
"Guozhen, Su",2018,244,female,other
"Zhifu, Huang",2018,244,male,last
"A, Ciach",2011,245,male,first
"Dumitru, Popescu",2008,246,unknown,first
"Mihaela, Mateescu",2008,246,female,other
"Florin, Filip",2008,246,male,last
"Antonio M, Lopes",2020,247,unknown,first
"A Jose, Tenreiro Machado",2020,247,male,last
"Hannah J, Littlecott",2019,248,unknown,first
"Graham F, Moore",2019,248,male,other
"Simon, Murphy",2019,248,male,other
"Hugh Colin, Gallagher",2019,248,female,last
"JH, Li",2004,249,female,first
"JY, Zhang",2004,249,male,other
"W, Ge",2004,249,male,other
"XH, Liu",2004,249,male,last
"CV, Phillips",1999,250,male,first
"J, Wiles",2005,251,female,first
"J, Watson",2005,251,unknown,last
"S, Lanceros Mendez",2002,252,male,first
"JF, Mano",2002,252,unknown,other
"JA, Mendes",2002,252,male,last
"Xingyuan, Wang",2015,253,unknown,first
"Na, Wei",2015,253,unknown,last
"Morad, Danishvar",2020,254,male,first
"Alireza, Mousavi",2020,254,male,other
"Peter, Broomhead",2020,254,male,last
"Gerard, Ben Arous",2021,255,female,first
"Yan, V Fyodorov",2021,255,male,other
"Boris A, Khoruzhenko",2021,255,unknown,last
"Krzysztof, Malecki",2017,256,male,first
"Guy, Kelman",2018,257,male,first
"Eran, Manes",2018,257,male,other
"Marco, Lamieri",2018,257,male,other
"David S, Bree",2018,257,female,last
"Astero, Provata",2008,258,male,first
"Igor M, Sokolov",2008,258,male,other
"Bernardo, Spagnolo",2008,258,female,last
"Rod C, Scott",2021,259,male,first
"M, San Miguel",2012,260,male,first
"J H, Johnson",2012,260,female,other
"J, Kertesz",2012,260,male,other
"K, Kaski",2012,260,male,other
"A, Diaz Guilera",2012,260,male,other
"R S, MacKay",2012,260,unknown,other
"V, Loreto",2012,260,male,other
"P, Erdi",2012,260,male,other
"D, Helbing",2012,260,female,last
"Kamal, Mirzaie",2012,261,male,first
"Mehdi N, Fesharaki",2012,261,female,last
"Liz, Varga",2016,262,male,first
"Marguerite, Robinson",2016,262,unknown,other
"Peter, Allen",2016,262,unknown,last
"JC, Charpentier",2004,263,female,first
"TF, McKenna",2004,263,male,last
"A, Murari",0,264,female,first
"M, Gelfusa",0,264,male,other
"M, Lungaroni",0,264,male,other
"P, Gaudio",0,264,male,other
"E, Peluso",0,264,male,last
"J, Palis",2002,265,unknown,first
"Andrea, Rapisarda",2019,266,unknown,first
"Stefan, Thurner",2019,266,unknown,other
"Constantino, Tsallis",2019,266,unknown,last
"Elizabeth A, Hobson",2019,267,unknown,first
"Vanessa, Ferdinand",2019,267,unknown,other
"Artemy, Kolchinsky",2019,267,male,other
"Joshua, Garland",2019,267,male,last
"J, Foster",2005,268,male,first
"Marcel, Antal",2019,269,female,first
"Claudia, Pop",2019,269,male,other
"Teodor, Petrican",2019,269,unknown,other
"Andreea Valeria, Vesa",2019,269,unknown,other
"Tudor, Cioara",2019,269,male,other
"Ionut, Anghel",2019,269,male,other
"Ioan, Salomie",2019,269,male,other
"Ewa, Niewiadomska Szynkiewicz",2019,269,male,last
"J M, Garcia Manso",2008,270,male,first
"J M, Martin Gonzalez",2008,270,unknown,other
"M E, Da Silva Grigoletto",2008,270,male,other
"D, Vaamonde",2008,270,unknown,other
"P, Benito",2008,270,male,other
"J, Calderon",2008,270,unknown,last
"Yan Liang, Jin",2019,271,unknown,first
"Lin, Yao",2019,271,male,other
"Rui, Wang",2019,271,male,other
"Xue, Wang",2019,271,female,other
"Xue Tao, Luo",2019,271,male,other
"Wei Si, Guo",2019,271,male,last
"Junwei, Sun",2015,272,male,first
"Guangzhao, Cui",2015,272,male,other
"Yi, Shen",2015,272,male,last
"Antonio M, Lopes",2018,273,female,first
"J A, Tenreiro Machado",2018,273,unknown,last
"W, Christensen",1996,274,unknown,first
"R, Fivaz",1997,275,unknown,first
"DA, Rew",2000,276,unknown,first
"Xingwu, Chen",2014,277,unknown,first
"Weinian, Zhang",2014,277,unknown,other
"Valery G, Romanovski",2014,277,unknown,last
"GS, Cumming",2005,278,male,first
"J, Collier",2005,278,unknown,last
"Josep Lluis, Uso Domenech",2016,279,male,first
"Josue, Antonio Nescolarde Selva",2016,279,male,other
"Miguel, Lloret Climent",2016,279,male,other
"Meng, Fan",2016,279,male,last
"Carmen, Nejneru",2013,280,male,first
"Boris, Constantin",2013,280,unknown,other
"Anca, Nicuta",2013,280,unknown,other
"Liliana Rozemarie, Manea",2013,280,male,other
"Mirela, Teodorescu",2013,280,male,other
"Maricel, Agop",2013,280,female,last
"Vsevolod, Salnikov",2019,281,unknown,first
"Daniele, Cassese",2019,281,female,other
"Renaud, Lambiotte",2019,281,male,last
"W, VONLUCADOU",1991,282,male,first
"GNR, Cundill",2005,283,male,first
"C, Fabricius",2005,283,unknown,other
"N, Marti",2005,283,male,last
"Pavani, Rangachari",2009,284,unknown,first
"W, Banzhaf",2007,285,unknown,first
"N, Pillay",2007,285,male,last
"Y, Oono",1998,286,male,first
"G, Metta",2001,287,male,first
"G, Sandini",2001,287,male,last
"CE, Hmelo Silver",2004,288,unknown,first
"MG, Pfeffer",2004,288,unknown,last
"RJ, Lempert",2002,289,unknown,first
"LA, Bloom",1999,290,male,first
"BS, Bloom",1999,290,male,last
"Liv M, Haselbach",2008,291,male,first
"Michelle, Maher",2008,291,unknown,last
"Peiyong, Liu",2008,292,unknown,first
"Qingling, Zhang",2008,292,unknown,other
"Xiaoguang, Yang",2008,292,male,other
"Li, Yang",2008,292,male,last
"Meinard, Kuhlmann",2014,293,male,first
"David K, Ferry",2020,294,male,first
"Ian, Welland",2020,294,male,other
"Mihail, Nedjalkov",2020,294,male,other
"Mauro, Ballicchia",2020,294,unknown,other
"Siegfried, Selberherr",2020,294,female,other
"Josef, Weinbub",2020,294,unknown,last
"Gregoire, Nicolis",2009,295,female,first
"Catherine, Nicolis",2009,295,male,last
"A, Ray",2004,296,male,first
"W, Ge",2002,297,male,first
"JH, Li",2002,297,male,last
"Ana V Diez, Roux",2011,298,male,first
"Miguel A F, Sanjuan",2007,299,male,first
"Ahjond S, Garmestani",2009,300,male,first
"Craig R, Allen",2009,300,male,other
"Lance, Gunderson",2009,300,unknown,last
"A J, Nocek",2019,301,unknown,first
"S, Morishita",2004,302,male,first
"Jonathan C, Hilpert",2018,303,male,first
"Gwen C, Marchand",2018,303,male,last
"DG, ELMS",1992,304,unknown,first
"P, Allen",2002,305,male,first
"R, Ramlogan",2002,305,male,other
"S, Randles",2002,305,male,last
"L, LAM",1995,306,male,first
"A V, Pankrushina",2017,307,male,first
"T N, Gartman",2017,307,female,last
"Robert L, Goldstone",2008,308,female,first
"Uri, Wilensky",2008,308,male,last
"Zhang Hai Feng, Zhang Hai Feng",2020,309,female,first
"Wang Wen Xu, Wang Wen Xu",2020,309,male,last
"S, FUNTOWICZ",1994,310,male,first
"JR, RAVETZ",1994,310,male,last
"Michele, Tumminello",2011,311,unknown,first
"Salvatore, Micciche",2011,311,male,other
"Fabrizio, Lillo",2011,311,male,other
"Rosario N, Mantegna",2011,311,male,other
"Jyrki, Piilo",2011,311,female,last
"Martin, Gerlach",2019,312,unknown,first
"Eduardo G, Altmann",2019,312,male,last
"Thomas R, Clancy",2008,313,unknown,first
"Thomas R, Clancy",2007,314,unknown,first
"TQ, ZAN",1995,315,unknown,first
"XM, WU",1995,315,male,last
"G G, Malinetskii",2016,316,unknown,first
"T S, Akhromeeva",2016,316,male,last
"R, BIJKER",1992,317,male,first
"JN, GINOCCHIO",1992,317,unknown,last
"Yuan Wei, Du",2021,318,unknown,first
"Xiao Xue, Li",2021,318,female,last
"Yang Yu, Liu",2016,319,male,first
"Albert Laszlo, Barabasi",2016,319,male,last
"Jie, Sun",2011,320,unknown,first
"Erik M, Bollt",2011,320,male,other
"Takashi, Nishikawa",2011,320,female,last
"Thomas L C, Jansen",2021,321,male,first
"Alexander F, Siegenfeld",2020,322,male,first
"Yaneer, Bar Yam",2020,322,unknown,last
"Harold M, Hastings",2017,323,male,first
"Jorn, Davidsen",2017,323,male,other
"Henry, Leung",2017,323,male,last
"Zengxiu, Zhao",2007,324,male,first
"Thomas, Brabec",2007,324,male,last
"A, Gecow",2005,325,female,first
"M, Nowostawski",2005,325,female,other
"M, Purvis",2005,325,male,last
"A Yu, Aleksandrov",2008,326,male,first
"A V, Platonov",2008,326,male,last
"Moses T, Adoko",2015,327,male,first
"Thomas A, Mazzuchi",2015,327,female,other
"Shahram, Sarkani",2015,327,male,last
"Rina, Dutta",2007,328,male,first
"Pragya, Shukla",2007,328,male,last
"J F, Gifun",2010,329,male,first
"D M, Karydas",2010,329,male,last
"Erin, Hennessy",2020,330,unknown,first
"Christina D, Economos",2020,330,unknown,other
"Ross A, Hammond",2020,330,male,last
"Roberto, Serra",2010,331,male,first
"Humaira, Afzal",2020,332,male,first
"Muhammad Rafiq, Mufti",2020,332,male,other
"Sami Ud, Din",2020,332,male,other
"Qarab Raza, Butt",2020,332,unknown,other
"Muhammad Imran, Qureshi",2020,332,male,other
"Dost Muhammad, Khan",2020,332,unknown,other
"Waqar, Aslam",2020,332,male,last
"Gamal M, Mahmoud",2016,333,unknown,first
"Mansour E, Ahmed",2016,333,male,other
"Tarek M, Abed Elhameed",2016,333,male,last
"RB, Pandey",2005,334,male,first
"MW, Hofbaur",2004,335,unknown,first
"BC, Williams",2004,335,male,last
"Ali Nouri, Gharahasanlou",2018,336,unknown,first
"Mohammad, Ataei",2018,336,male,other
